SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
2000-01,1610612750,Minnesota Timberwolves,82,47,35,0.573,48.4,102.4,30.1,0.682,8.3,5.6,15.5,13.3,12.6,41.0,1,12,12,12,13,16,18,20,6,10,9,12,11,24
2000-01,1610612751,New Jersey Nets,82,26,56,0.317,48.1,103.8,28.5,0.673,7.9,5.0,16.2,14.1,13.8,37.2,1,24,24,24,28,23,28,26,14,20,19,24,21,16
2000-01,1610612752,New York Knicks,82,48,34,0.585,48.5,97.0,30.8,0.707,6.6,4.2,15.4,10.7,7.3,30.2,1,11,11,11,7,3,13,2,28,27,6,1,1,1
2000-01,1610612753,Orlando Magic,82,43,39,0.524,48.7,101.1,29.9,0.662,8.2,5.9,16.1,14.5,13.3,37.0,1,17,17,17,4,12,19,29,8,8,14,27,16,15
2000-01,1610612755,Philadelphia 76ers,82,56,26,0.683,48.4,97.3,31.7,0.704,8.4,5.0,16.2,12.6,13.5,36.6,1,2,2,2,12,5,5,3,5,19,18,6,19,11
2000-01,1610612756,Phoenix Suns,82,51,31,0.622,48.3,96.7,30.8,0.702,9.5,5.2,16.1,12.6,13.1,36.3,1,8,8,8,18,2,11,5,2,15,14,5,15,9
2000-01,1610612757,Portland Trail Blazers,82,50,32,0.61,48.2,100.5,30.3,0.7,8.2,5.1,15.7,12.6,11.2,36.4,1,9,9,9,26,9,17,8,9,16,11,7,6,10
2000-01,1610612758,Sacramento Kings,82,55,27,0.671,49.0,98.5,33.0,0.679,9.7,5.3,16.1,13.5,13.9,39.4,1,4,4,4,1,7,2,22,1,14,16,16,22,19
2000-01,1610612759,San Antonio Spurs,82,58,24,0.707,48.4,96.6,33.1,0.703,6.9,7.0,14.8,12.0,12.3,34.0,1,1,1,1,13,1,1,4,24,1,3,2,10,3
2000-01,1610612760,Seattle SuperSonics,82,44,38,0.537,48.3,104.2,29.5,0.668,8.0,5.0,17.0,13.9,14.4,39.6,1,16,16,16,18,25,23,28,13,18,22,22,23,21
2000-01,1610612761,Toronto Raptors,82,47,35,0.573,48.7,102.0,30.8,0.7,7.3,6.3,14.3,13.6,17.0,39.6,1,12,12,12,4,14,11,7,21,3,1,18,29,20
2000-01,1610612762,Utah Jazz,82,53,29,0.646,48.2,100.9,29.1,0.701,8.1,5.6,15.9,12.5,10.8,32.1,1,5,5,5,21,11,25,6,12,9,12,4,5,2
2000-01,1610612763,Vancouver Grizzlies,82,23,59,0.28,48.2,104.2,29.6,0.675,7.1,4.4,18.0,14.6,14.4,42.4,1,26,26,26,21,24,22,25,23,25,25,29,24,28
2000-01,1610612764,Washington Wizards,82,19,63,0.232,48.0,106.2,28.9,0.684,7.7,4.7,19.8,13.3,14.5,42.0,1,27,27,27,29,29,26,17,18,23,29,11,25,27
2001-02,1610612737,Atlanta Hawks,82,33,49,0.402,48.2,104.8,29.8,0.689,8.1,4.3,17.8,13.8,16.7,40.7,1,22,22,22,20,22,17,9,10,27,27,13,29,21
2001-02,1610612738,Boston Celtics,82,49,33,0.598,48.4,99.9,31.3,0.695,9.7,3.6,14.9,13.6,12.6,30.9,1,8,8,8,8,6,3,5,1,28,7,12,15,1
2001-02,1610612766,Charlotte Hornets,82,44,38,0.537,48.2,101.8,30.5,0.689,8.0,5.6,14.7,14.3,12.3,36.4,1,11,11,11,24,10,12,8,13,12,6,18,12,9
2001-02,1610612741,Chicago Bulls,82,21,61,0.256,48.3,106.2,28.8,0.685,7.7,4.4,16.3,13.3,11.5,37.6,1,28,28,28,15,25,25,12,17,25,21,8,7,14
2001-02,1610612739,Cleveland Cavaliers,82,29,53,0.354,48.4,107.0,30.3,0.69,7.0,5.7,16.6,13.4,13.0,39.7,1,24,24,24,6,28,14,7,23,9,23,9,19,20
2001-02,1610612742,Dallas Mavericks,82,57,25,0.695,48.5,106.0,31.3,0.683,7.1,4.8,14.2,15.1,13.6,43.5,1,4,4,4,5,24,4,18,22,18,2,28,22,27
2001-02,1610612743,Denver Nuggets,82,27,55,0.329,48.3,106.6,28.2,0.668,7.5,5.6,16.9,14.6,15.3,41.1,1,26,26,26,15,26,29,26,20,10,24,24,27,22
2001-02,1610612765,Detroit Pistons,82,50,32,0.61,48.0,100.9,28.9,0.676,7.9,6.9,16.0,13.2,11.2,36.0,1,6,6,6,29,8,24,20,15,1,18,6,5,8
2001-02,1610612744,Golden State Warriors,82,21,61,0.256,48.2,107.1,30.4,0.669,7.9,6.4,18.6,14.6,14.3,46.0,1,28,28,28,20,29,13,25,14,4,29,23,25,29
2001-02,1610612745,Houston Rockets,82,28,54,0.341,48.7,106.9,29.4,0.675,6.5,5.4,16.1,14.4,12.7,41.5,1,25,25,25,1,27,22,21,27,14,20,19,17,23
2001-02,1610612754,Indiana Pacers,82,42,40,0.512,48.5,102.4,31.3,0.686,8.0,5.3,15.5,14.7,13.8,39.1,1,15,15,15,3,11,4,11,12,15,15,25,23,19
2001-02,1610612746,Los Angeles Clippers,82,39,43,0.476,48.3,104.7,30.2,0.673,6.2,6.6,15.8,15.3,10.0,42.0,1,18,18,18,15,21,15,22,29,2,16,29,1,26
2001-02,1610612747,Los Angeles Lakers,82,58,24,0.707,48.2,100.4,31.8,0.686,7.6,5.8,13.7,14.6,10.7,37.0,1,2,2,2,20,7,2,10,18,8,1,22,2,11
2001-02,1610612763,Memphis Grizzlies,82,23,59,0.28,48.2,104.7,29.4,0.663,7.9,6.0,17.9,14.1,14.3,43.6,1,27,27,27,20,20,21,28,16,7,28,17,24,28
2001-02,1610612748,Miami Heat,82,36,46,0.439,48.6,99.0,31.0,0.71,6.7,5.5,16.3,12.0,11.4,33.4,1,20,20,20,2,4,9,1,26,13,21,2,6,3
2001-02,1610612749,Milwaukee Bucks,82,41,41,0.5,48.5,105.6,31.2,0.679,7.3,4.7,15.9,13.9,12.0,37.0,1,17,17,17,3,23,8,19,21,19,17,15,11,11
2001-02,1610612750,Minnesota Timberwolves,82,50,32,0.61,48.3,104.1,31.2,0.703,6.4,5.2,15.4,13.8,11.7,38.0,1,6,6,6,15,17,7,3,28,16,14,13,8,15
2001-02,1610612751,New Jersey Nets,82,52,30,0.634,48.4,98.1,30.7,0.683,8.7,6.0,14.6,13.0,10.8,35.3,1,5,5,5,8,1,11,17,4,6,4,5,3,5
2001-02,1610612752,New York Knicks,82,30,52,0.366,48.3,104.6,30.0,0.684,6.8,3.5,17.0,13.5,11.1,38.0,1,23,23,23,15,19,16,15,25,29,25,11,4,16
2001-02,1610612753,Orlando Magic,82,44,38,0.537,48.4,104.1,29.7,0.665,8.1,4.7,14.6,14.9,14.7,42.0,1,11,11,11,8,15,19,27,11,20,5,27,26,25
2001-02,1610612755,Philadelphia 76ers,82,43,39,0.524,48.1,98.7,30.9,0.702,8.6,4.4,15.4,11.9,13.4,33.3,1,14,14,14,27,3,10,4,5,24,13,1,21,2
2001-02,1610612756,Phoenix Suns,82,36,46,0.439,48.4,102.6,29.6,0.672,8.1,4.9,16.1,14.5,11.7,38.2,1,20,20,20,8,12,20,23,9,17,19,20,9,17
2001-02,1610612757,Portland Trail Blazers,82,49,33,0.598,48.4,102.6,29.8,0.703,8.6,4.5,15.3,12.6,12.6,36.8,1,8,8,8,8,13,18,2,6,22,12,3,16,10
2001-02,1610612758,Sacramento Kings,82,61,21,0.744,48.2,99.7,33.0,0.69,9.0,4.6,14.4,14.5,12.8,41.5,1,1,1,1,24,5,1,6,3,21,3,21,18,24
2001-02,1610612759,San Antonio Spurs,82,58,24,0.707,48.4,98.5,31.3,0.685,7.6,6.5,15.1,13.9,12.5,37.3,1,2,2,2,6,2,6,14,18,3,9,16,13,13
2001-02,1610612760,Seattle SuperSonics,82,45,37,0.549,48.4,104.1,28.5,0.656,8.5,4.4,15.3,14.7,13.1,38.5,1,10,10,10,8,16,28,29,7,23,10,25,20,18
2001-02,1610612761,Toronto Raptors,82,42,40,0.512,48.2,101.7,28.5,0.671,8.4,5.6,15.3,13.5,16.2,35.4,1,15,15,15,24,9,27,24,8,11,11,10,28,6
2001-02,1610612762,Utah Jazz,82,44,38,0.537,48.4,102.9,28.6,0.683,9.1,6.4,17.2,12.8,11.9,35.0,1,11,11,11,14,14,26,16,2,4,26,4,10,4
2001-02,1610612764,Washington Wizards,82,37,45,0.451,48.1,104.5,29.2,0.685,7.0,4.3,15.1,13.3,12.6,36.0,1,19,19,19,27,18,23,13,24,26,8,7,14,7
2002-03,1610612737,Atlanta Hawks,82,35,47,0.427,48.5,104.2,31.2,0.681,7.5,5.8,19.0,14.7,13.2,39.1,1,22,22,22,5,22,5,18,20,6,27,24,22,20
2002-03,1610612738,Boston Celtics,82,44,38,0.537,48.4,100.5,30.1,0.691,8.8,3.7,15.0,13.5,11.2,31.9,1,13,13,13,14,8,14,12,4,25,6,13,8,1
2002-03,1610612741,Chicago Bulls,82,30,52,0.366,48.6,104.2,31.0,0.672,7.4,5.6,18.6,14.3,12.6,39.1,1,23,23,23,4,21,11,25,22,10,26,21,20,22
2002-03,1610612739,Cleveland Cavaliers,82,17,65,0.207,48.4,105.1,31.0,0.697,7.8,6.4,20.3,13.1,16.3,39.5,1,28,28,28,14,25,10,6,16,2,29,9,28,23
2002-03,1610612742,Dallas Mavericks,82,60,22,0.732,48.2,101.0,31.0,0.677,8.1,5.5,12.4,14.3,12.3,38.5,1,1,1,1,24,11,9,22,11,13,1,22,16,17
2002-03,1610612743,Denver Nuggets,82,17,65,0.207,48.1,100.1,28.8,0.697,8.7,5.1,19.4,11.3,13.9,35.0,1,28,28,28,29,7,28,7,6,16,28,1,26,5
2002-03,1610612765,Detroit Pistons,82,50,32,0.61,48.5,98.2,29.8,0.707,6.8,5.7,14.0,11.7,10.2,34.0,1,5,5,5,5,4,18,2,28,8,2,2,2,2
2002-03,1610612744,Golden State Warriors,82,38,44,0.463,48.2,107.7,31.0,0.663,7.2,6.2,18.2,16.0,14.1,44.5,1,19,19,19,26,29,8,28,23,3,25,29,27,28
2002-03,1610612745,Houston Rockets,82,43,39,0.524,48.6,100.9,31.3,0.698,7.2,6.0,16.5,13.2,10.7,34.8,1,15,15,15,1,10,4,5,23,5,19,11,6,4
2002-03,1610612754,Indiana Pacers,82,48,34,0.585,48.5,99.6,32.0,0.694,8.5,5.4,16.3,13.7,13.8,37.9,1,9,9,9,5,5,2,10,8,14,17,15,23,13
2002-03,1610612746,Los Angeles Clippers,82,27,55,0.329,48.2,105.1,30.0,0.673,7.0,5.6,17.2,14.8,9.9,40.4,1,25,25,25,26,24,17,23,27,10,22,25,1,24
2002-03,1610612747,Los Angeles Lakers,82,50,32,0.61,48.6,103.4,31.1,0.693,7.8,5.7,15.9,13.8,11.9,37.7,1,5,5,5,1,19,7,11,15,7,16,17,12,12
2002-03,1610612763,Memphis Grizzlies,82,28,54,0.341,48.6,105.9,30.1,0.659,7.9,6.1,16.8,15.3,13.8,45.5,1,24,24,24,1,27,15,29,14,4,21,28,25,29
2002-03,1610612748,Miami Heat,82,25,57,0.305,48.4,101.2,30.0,0.709,7.2,4.0,15.0,11.9,10.4,35.3,1,26,26,26,14,13,16,1,25,23,7,3,4,7
2002-03,1610612749,Milwaukee Bucks,82,42,40,0.512,48.5,106.9,28.9,0.666,7.6,4.2,14.4,15.0,11.9,38.6,1,16,16,16,5,28,27,27,18,22,3,26,13,18
2002-03,1610612750,Minnesota Timberwolves,82,51,31,0.622,48.3,102.5,31.9,0.695,6.7,5.3,15.0,13.8,11.7,38.2,1,4,4,4,20,16,3,9,29,15,4,16,9,15
2002-03,1610612751,New Jersey Nets,82,49,33,0.598,48.2,96.6,30.8,0.702,8.7,4.6,15.6,12.3,10.9,34.2,1,8,8,8,26,1,12,4,5,21,11,4,7,3
2002-03,1610612740,New Orleans Hornets,82,47,35,0.573,48.5,100.0,30.2,0.697,8.0,4.8,15.9,13.2,12.0,38.6,1,11,11,11,5,6,13,8,13,18,14,10,14,19
2002-03,1610612752,New York Knicks,82,37,45,0.451,48.4,104.6,29.0,0.689,7.1,3.1,15.9,12.9,10.4,41.4,1,20,20,20,10,23,26,13,26,29,13,6,3,26
2002-03,1610612753,Orlando Magic,82,42,40,0.512,48.3,103.7,29.2,0.68,8.5,3.7,15.4,14.0,12.5,40.5,1,16,16,16,20,20,22,19,8,26,10,19,18,25
2002-03,1610612755,Philadelphia 76ers,82,48,34,0.585,48.4,100.6,29.5,0.704,10.3,3.5,16.3,12.3,13.8,36.8,1,9,9,9,10,9,20,3,1,28,18,5,23,10
2002-03,1610612756,Phoenix Suns,82,44,38,0.537,48.3,101.3,29.8,0.672,8.1,4.9,15.2,15.2,10.4,39.1,1,13,13,13,20,14,19,26,12,17,8,27,5,20
2002-03,1610612757,Portland Trail Blazers,82,50,32,0.61,48.4,101.5,29.0,0.689,8.8,3.9,17.2,13.3,12.9,38.0,1,5,5,5,13,15,25,14,3,24,23,12,21,14
2002-03,1610612758,Sacramento Kings,82,59,23,0.72,48.4,97.8,33.5,0.678,9.0,5.6,15.6,14.6,12.4,38.2,1,3,3,3,14,2,1,20,2,12,12,23,17,16
2002-03,1610612759,San Antonio Spurs,82,60,22,0.732,48.4,98.1,31.2,0.687,7.7,6.5,16.7,14.0,12.2,37.5,1,1,1,1,14,3,6,16,17,1,20,18,15,11
2002-03,1610612760,Seattle SuperSonics,82,40,42,0.488,48.4,102.6,29.1,0.688,8.3,3.6,15.0,13.1,12.5,36.4,1,18,18,18,10,17,23,15,10,27,5,8,18,9
2002-03,1610612761,Toronto Raptors,82,24,58,0.293,48.3,105.6,28.7,0.678,7.4,4.8,15.9,14.2,18.3,43.2,1,27,27,27,20,26,29,21,21,19,14,20,29,27
2002-03,1610612762,Utah Jazz,82,47,35,0.573,48.2,101.1,29.0,0.673,8.6,5.7,17.6,12.9,11.7,35.3,1,11,11,11,24,12,24,24,7,9,24,7,11,6
2002-03,1610612764,Washington Wizards,82,37,45,0.451,48.4,102.6,29.2,0.686,7.6,4.8,15.2,13.7,11.7,35.7,1,20,20,20,14,18,21,17,19,20,9,14,9,8
2003-04,1610612737,Atlanta Hawks,82,28,54,0.341,48.5,103.9,30.6,0.686,7.6,5.0,18.9,14.0,13.7,40.0,1,25,25,25,4,24,10,13,17,12,28,21,25,20
2003-04,1610612738,Boston Celtics,82,36,46,0.439,48.1,102.2,29.8,0.658,9.4,4.0,17.6,14.7,12.1,35.5,1,20,20,20,28,17,17,26,2,25,26,25,17,8
2003-04,1610612741,Chicago Bulls,82,23,59,0.28,48.4,102.1,30.7,0.679,8.0,4.8,17.4,13.2,12.0,36.5,1,28,28,28,11,16,9,18,13,15,25,12,16,11
2003-04,1610612739,Cleveland Cavaliers,82,35,47,0.427,48.4,103.1,31.9,0.688,7.1,6.5,15.7,13.4,13.1,38.1,1,21,21,21,7,20,4,12,23,3,14,17,21,16
2003-04,1610612742,Dallas Mavericks,82,52,30,0.634,48.3,105.9,31.0,0.686,8.0,5.3,13.9,13.2,14.4,44.0,1,7,7,7,15,26,6,14,15,10,2,13,28,28
2003-04,1610612743,Denver Nuggets,82,43,39,0.524,48.1,101.4,29.1,0.664,9.1,6.3,16.4,14.2,14.0,42.9,1,11,11,11,26,15,24,24,3,5,16,23,26,27
2003-04,1610612765,Detroit Pistons,82,54,28,0.659,48.2,93.9,30.4,0.686,8.0,7.0,14.6,12.7,10.3,33.7,1,6,6,6,19,2,12,15,13,1,6,8,3,5
2003-04,1610612744,Golden State Warriors,82,37,45,0.451,48.4,102.6,30.9,0.694,7.0,4.7,15.3,13.4,12.2,38.7,1,18,18,18,7,18,8,8,25,17,11,15,19,17
2003-04,1610612745,Houston Rockets,82,45,37,0.549,48.6,97.8,32.3,0.708,6.8,5.4,17.1,12.4,10.3,30.3,1,10,10,10,3,5,2,3,27,8,23,6,2,1
2003-04,1610612754,Indiana Pacers,82,61,21,0.744,48.3,96.2,29.9,0.706,8.9,5.0,14.9,11.4,11.7,35.6,1,1,1,1,15,3,16,5,6,11,8,1,14,9
2003-04,1610612746,Los Angeles Clippers,82,28,54,0.341,48.3,106.6,29.5,0.677,7.2,4.6,18.7,14.4,11.1,42.7,1,25,25,25,15,28,20,19,21,22,27,24,9,26
2003-04,1610612747,Los Angeles Lakers,82,56,26,0.683,48.4,100.1,30.9,0.701,8.3,4.6,14.5,13.1,11.0,37.7,1,4,4,4,7,8,7,7,10,21,4,9,8,14
2003-04,1610612763,Memphis Grizzlies,82,50,32,0.61,48.5,100.8,29.0,0.655,9.7,6.9,15.5,15.0,13.1,41.4,1,8,8,8,5,12,25,29,1,2,12,26,20,24
2003-04,1610612748,Miami Heat,82,42,40,0.512,48.2,100.3,30.0,0.707,7.2,3.8,15.2,12.2,9.9,33.5,1,12,12,12,23,9,15,4,22,28,10,5,1,4
2003-04,1610612749,Milwaukee Bucks,82,41,41,0.5,48.2,103.5,30.5,0.69,6.8,4.7,14.8,13.4,13.2,40.6,1,14,14,14,19,23,11,11,28,19,7,15,22,23
2003-04,1610612750,Minnesota Timberwolves,82,58,24,0.707,48.2,98.5,32.3,0.691,6.8,5.6,13.1,13.1,11.0,35.3,1,2,2,2,23,6,3,9,26,7,1,10,6,7
2003-04,1610612751,New Jersey Nets,82,47,35,0.573,48.1,96.4,30.2,0.711,8.6,3.9,15.5,11.4,11.0,33.1,1,9,9,9,28,4,14,1,8,27,13,2,6,3
2003-04,1610612740,New Orleans Hornets,82,41,41,0.5,48.4,100.6,29.5,0.681,8.6,4.2,16.1,13.1,11.5,37.4,1,14,14,14,11,11,19,16,9,24,15,11,12,13
2003-04,1610612752,New York Knicks,82,39,43,0.476,48.5,101.3,31.0,0.701,7.4,4.8,17.0,12.6,10.7,34.7,1,17,17,17,5,14,5,6,19,16,20,7,5,6
2003-04,1610612753,Orlando Magic,82,21,61,0.256,48.4,108.8,28.7,0.657,6.7,3.8,16.7,15.4,14.1,44.8,1,29,29,29,11,29,27,27,29,29,18,29,27,29
2003-04,1610612755,Philadelphia 76ers,82,33,49,0.402,48.4,100.4,29.4,0.681,8.0,4.4,16.8,13.3,11.9,36.6,1,22,22,22,7,10,21,17,16,23,19,14,15,12
2003-04,1610612756,Phoenix Suns,82,29,53,0.354,48.1,104.2,29.3,0.661,9.0,4.7,17.0,15.0,11.2,40.0,1,24,24,24,26,25,22,25,4,19,22,27,10,21
2003-04,1610612757,Portland Trail Blazers,82,41,41,0.5,48.7,103.5,29.0,0.67,7.5,5.4,16.5,13.8,12.2,38.9,1,14,14,14,1,22,26,22,18,8,17,19,18,18
2003-04,1610612758,Sacramento Kings,82,55,27,0.671,48.2,103.2,30.4,0.676,8.7,4.0,15.1,14.1,13.2,42.6,1,5,5,5,19,21,12,20,7,26,9,22,23,25
2003-04,1610612759,San Antonio Spurs,82,57,25,0.695,48.2,93.1,32.5,0.71,8.1,6.5,14.5,11.9,10.6,36.4,1,3,3,3,25,1,1,2,11,3,3,4,4,10
2003-04,1610612760,Seattle SuperSonics,82,37,45,0.451,48.3,106.4,28.3,0.655,8.1,4.7,17.2,15.2,13.5,39.0,1,18,18,18,15,27,28,28,11,18,24,28,24,19
2003-04,1610612761,Toronto Raptors,82,33,49,0.402,48.7,98.8,29.5,0.673,7.4,4.9,14.5,13.9,11.3,37.7,1,22,22,22,1,7,18,21,20,14,5,20,11,15
2003-04,1610612762,Utah Jazz,82,42,40,0.512,48.2,101.3,27.7,0.691,7.1,6.0,17.0,11.7,11.5,32.2,1,12,12,12,19,13,29,10,24,6,20,3,13,2
2003-04,1610612764,Washington Wizards,82,25,57,0.305,48.4,102.9,29.2,0.667,8.9,5.0,20.1,13.6,15.9,40.0,1,27,27,27,11,19,23,23,5,13,29,18,29,22
2004-05,1610612737,Atlanta Hawks,82,13,69,0.159,48.4,109.0,28.5,0.696,7.7,4.2,18.5,13.6,13.1,41.4,1,30,30,30,11,29,25,6,13,21,30,14,24,24
2004-05,1610612738,Boston Celtics,82,45,37,0.549,48.5,105.1,29.7,0.671,8.1,5.2,17.7,15.0,12.4,39.5,1,11,11,11,10,15,16,24,8,13,27,28,16,16
2004-05,1610612766,Charlotte Bobcats,82,18,64,0.22,48.5,106.0,28.5,0.676,8.5,5.4,16.6,13.1,14.0,40.8,1,28,28,28,8,21,25,20,6,12,19,10,27,22
2004-05,1610612741,Chicago Bulls,82,47,35,0.573,48.4,99.1,31.6,0.691,7.0,4.5,17.2,12.6,10.3,33.3,1,10,10,10,16,2,4,9,20,18,22,6,4,3
2004-05,1610612739,Cleveland Cavaliers,82,42,40,0.512,48.4,104.7,28.7,0.674,8.0,5.6,15.3,13.2,12.6,37.9,1,17,17,17,11,13,24,22,9,7,11,11,19,12
2004-05,1610612742,Dallas Mavericks,82,58,24,0.707,48.1,102.6,30.9,0.674,8.6,5.6,15.0,14.6,13.7,39.8,1,4,4,4,27,9,8,23,4,7,6,23,26,17
2004-05,1610612743,Denver Nuggets,82,49,33,0.598,48.2,102.6,30.2,0.678,9.1,6.0,16.0,14.0,13.0,39.2,1,9,9,9,24,10,12,19,2,4,17,20,21,14
2004-05,1610612765,Detroit Pistons,82,54,28,0.659,48.7,99.6,30.6,0.693,7.0,6.1,14.5,12.1,12.3,35.0,1,5,5,5,3,3,10,8,20,3,2,2,15,6
2004-05,1610612744,Golden State Warriors,82,34,48,0.415,48.5,105.5,29.7,0.666,7.8,5.1,15.7,15.0,13.0,43.0,1,21,21,21,5,16,17,27,11,15,13,26,21,29
2004-05,1610612745,Houston Rockets,82,51,31,0.622,48.4,100.1,31.7,0.713,6.9,4.6,15.1,11.5,10.1,30.9,1,7,7,7,11,4,3,1,23,16,7,1,2,1
2004-05,1610612754,Indiana Pacers,82,44,38,0.537,48.5,102.7,29.5,0.687,7.5,4.4,14.4,12.5,10.9,35.3,1,14,14,14,7,11,18,10,16,19,1,5,6,8
2004-05,1610612746,Los Angeles Clippers,82,37,45,0.451,48.9,104.5,29.9,0.687,7.3,5.1,17.5,12.9,10.0,39.3,1,19,19,19,1,12,13,12,18,14,24,8,1,15
2004-05,1610612747,Los Angeles Lakers,82,34,48,0.415,48.2,109.6,30.6,0.68,6.2,4.2,16.9,14.7,13.0,39.8,1,21,21,21,19,30,9,18,29,21,21,24,23,18
2004-05,1610612763,Memphis Grizzlies,82,45,37,0.549,48.1,101.5,28.1,0.663,8.5,5.8,15.7,14.1,12.4,34.4,1,11,11,11,29,5,28,28,5,5,14,21,18,5
2004-05,1610612748,Miami Heat,82,59,23,0.72,48.7,102.2,32.2,0.698,6.4,5.8,14.9,12.9,11.6,34.1,1,2,2,2,2,7,2,4,28,6,5,9,8,4
2004-05,1610612749,Milwaukee Bucks,82,30,52,0.366,48.2,108.1,29.3,0.687,6.5,3.5,16.2,13.6,15.0,41.9,1,25,25,25,19,28,19,11,27,29,18,14,30,26
2004-05,1610612750,Minnesota Timberwolves,82,44,38,0.537,48.2,105.0,31.5,0.682,5.6,5.5,15.2,13.7,11.6,38.6,1,14,14,14,24,14,5,14,30,10,8,18,9,13
2004-05,1610612751,New Jersey Nets,82,42,40,0.512,48.5,101.6,29.1,0.701,7.9,3.8,14.8,12.6,11.2,32.0,1,17,17,17,5,6,22,3,10,28,4,7,7,2
2004-05,1610612740,New Orleans Hornets,82,18,64,0.22,48.6,105.9,27.8,0.675,6.7,3.8,17.5,13.6,11.7,36.7,1,28,28,28,4,20,29,21,25,27,25,17,11,10
2004-05,1610612752,New York Knicks,82,33,49,0.402,48.5,107.2,29.2,0.686,7.7,3.2,16.6,13.5,12.4,40.0,1,23,23,23,8,25,21,13,13,30,20,13,17,20
2004-05,1610612753,Orlando Magic,82,36,46,0.439,48.1,105.7,31.0,0.682,7.7,5.4,17.9,14.1,14.7,40.9,1,20,20,20,29,17,6,15,12,11,29,22,29,23
2004-05,1610612755,Philadelphia 76ers,82,43,39,0.524,48.4,102.5,30.9,0.703,9.2,3.9,17.4,13.4,10.1,35.0,1,16,16,16,11,8,7,2,1,24,23,12,3,7
2004-05,1610612756,Phoenix Suns,82,62,20,0.756,48.2,105.7,32.3,0.656,7.0,5.5,15.9,17.4,12.0,43.2,1,1,1,1,19,18,1,29,22,9,16,30,12,30
2004-05,1610612757,Portland Trail Blazers,82,27,55,0.329,48.1,106.1,29.3,0.65,7.1,6.6,17.7,15.8,14.3,41.6,1,26,26,26,27,22,20,30,19,1,26,29,28,25
2004-05,1610612758,Sacramento Kings,82,50,32,0.61,48.4,106.5,29.9,0.667,8.2,3.9,15.2,15.0,12.9,42.9,1,8,8,8,11,23,13,26,7,26,8,27,20,28
2004-05,1610612759,San Antonio Spurs,82,59,23,0.72,48.3,97.8,30.4,0.697,7.5,6.6,14.6,12.3,10.9,37.2,1,2,2,2,17,1,11,5,17,2,3,4,5,11
2004-05,1610612760,Seattle SuperSonics,82,52,30,0.634,48.2,108.0,28.2,0.681,6.7,4.1,15.4,13.6,12.1,39.8,1,6,6,6,24,27,27,17,24,23,12,14,13,18
2004-05,1610612761,Toronto Raptors,82,33,49,0.402,48.3,107.2,29.8,0.682,7.6,3.9,15.3,13.8,11.7,41.9,1,23,23,23,17,24,15,16,15,25,10,19,10,27
2004-05,1610612762,Utah Jazz,82,26,56,0.317,48.2,107.3,27.4,0.695,6.6,4.6,17.8,12.1,13.4,35.6,1,27,27,27,19,26,30,7,26,17,28,3,25,9
2004-05,1610612764,Washington Wizards,82,45,37,0.549,48.2,105.9,29.0,0.667,8.7,4.2,15.8,14.8,12.2,40.7,1,11,11,11,19,19,23,25,3,20,15,25,14,21
2005-06,1610612737,Atlanta Hawks,82,26,56,0.317,48.5,110.1,27.2,0.667,7.2,4.8,18.1,15.2,12.0,44.4,1,27,27,27,9,27,29,28,15,15,28,29,16,30
2005-06,1610612738,Boston Celtics,82,33,49,0.402,48.5,105.6,29.7,0.694,7.0,5.1,18.9,13.2,10.9,39.7,1,24,24,24,9,20,15,15,17,11,29,20,7,19
2005-06,1610612766,Charlotte Bobcats,82,26,56,0.317,48.5,105.6,27.7,0.678,10.0,4.3,15.5,13.6,11.4,43.4,1,27,27,27,5,21,27,25,1,19,11,22,12,29
2005-06,1610612741,Chicago Bulls,82,41,41,0.5,48.5,102.7,31.7,0.703,6.2,4.2,16.3,13.1,10.6,32.2,1,14,14,14,5,8,4,9,30,21,19,16,5,2
2005-06,1610612739,Cleveland Cavaliers,82,50,32,0.61,48.4,104.4,30.6,0.717,6.9,4.8,15.6,11.9,10.8,37.2,1,6,6,6,17,15,9,4,18,16,13,4,6,11
2005-06,1610612742,Dallas Mavericks,82,60,22,0.732,48.5,103.2,29.6,0.69,7.2,6.0,14.0,12.8,12.3,35.9,1,3,3,3,9,9,16,18,13,4,3,12,21,6
2005-06,1610612743,Denver Nuggets,82,44,38,0.537,48.6,104.1,30.3,0.682,8.5,5.6,16.7,14.2,14.2,41.1,1,11,11,11,3,13,11,22,2,7,22,26,30,24
2005-06,1610612765,Detroit Pistons,82,64,18,0.78,48.4,101.7,28.6,0.68,7.1,6.0,13.5,12.6,11.4,40.1,1,1,1,1,17,5,24,23,16,3,2,10,13,21
2005-06,1610612744,Golden State Warriors,82,34,48,0.415,48.4,104.9,30.3,0.686,7.4,4.3,16.1,13.7,13.3,40.8,1,22,22,22,17,17,12,21,9,18,17,23,28,23
