SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
2005-06,1610612745,Houston Rockets,82,34,48,0.415,48.4,102.1,31.3,0.705,7.2,3.9,15.2,11.6,10.2,30.0,1,22,22,22,17,6,5,8,14,23,10,2,4,1
2005-06,1610612754,Indiana Pacers,82,41,41,0.5,48.1,101.0,31.2,0.699,7.3,5.0,16.2,13.1,11.1,37.9,1,14,14,14,29,4,6,12,11,13,18,19,9,12
2005-06,1610612746,Los Angeles Clippers,82,47,35,0.573,48.3,102.2,33.0,0.719,6.5,6.1,15.7,12.5,9.8,39.0,1,9,9,9,24,7,1,3,24,1,14,8,1,14
2005-06,1610612747,Los Angeles Lakers,82,45,37,0.549,48.4,104.2,30.3,0.701,7.7,4.3,14.0,13.2,10.1,39.1,1,10,10,10,13,14,10,11,5,20,4,21,2,16
2005-06,1610612763,Memphis Grizzlies,82,49,33,0.598,48.4,100.4,29.0,0.69,7.3,5.4,14.8,12.6,12.3,36.3,1,7,7,7,13,2,21,20,10,8,7,11,20,8
2005-06,1610612748,Miami Heat,82,52,30,0.634,48.2,103.4,32.6,0.726,6.4,5.4,16.4,11.9,12.4,35.3,1,5,5,5,28,10,2,2,29,8,20,4,22,5
2005-06,1610612749,Milwaukee Bucks,82,40,42,0.488,48.4,105.9,29.9,0.713,7.3,3.3,16.7,12.2,12.1,39.7,1,17,17,17,13,23,14,5,12,30,23,6,18,18
2005-06,1610612750,Minnesota Timberwolves,82,33,49,0.402,48.4,103.5,29.5,0.673,6.8,5.7,15.5,14.5,10.2,39.6,1,24,24,24,13,12,18,27,19,5,12,27,3,17
2005-06,1610612751,New Jersey Nets,82,49,33,0.598,48.2,100.9,31.0,0.73,6.8,3.4,14.7,10.7,11.3,34.4,1,7,7,7,27,3,8,1,20,27,6,1,11,3
2005-06,1610612740,New Orleans/Oklahoma City Hornets,82,38,44,0.463,48.3,105.1,29.0,0.709,7.5,3.8,14.3,12.4,12.0,36.3,1,18,18,18,24,18,21,6,7,24,5,7,15,7
2005-06,1610612752,New York Knicks,82,23,59,0.28,48.6,109.3,28.8,0.697,6.8,3.3,20.0,12.9,11.7,37.0,1,29,29,29,3,26,23,13,21,29,30,14,14,10
2005-06,1610612753,Orlando Magic,82,36,46,0.439,48.5,106.6,29.3,0.691,6.5,4.4,17.1,13.1,12.3,36.8,1,20,20,20,5,25,19,17,25,17,24,18,19,9
2005-06,1610612755,Philadelphia 76ers,82,38,44,0.463,48.5,106.5,29.6,0.676,7.9,4.9,15.9,14.0,13.4,41.4,1,18,18,18,5,24,17,26,4,14,16,25,29,25
2005-06,1610612756,Phoenix Suns,82,54,28,0.659,48.7,104.7,32.3,0.69,6.7,5.0,14.9,14.6,11.2,41.4,1,4,4,4,1,16,3,19,22,12,8,28,10,26
2005-06,1610612757,Portland Trail Blazers,82,21,61,0.256,48.1,110.3,26.9,0.657,6.5,5.3,17.3,14.0,12.4,38.9,1,30,30,30,29,28,30,30,26,10,25,24,24,13
2005-06,1610612758,Sacramento Kings,82,44,38,0.537,48.4,103.5,30.2,0.694,7.4,3.6,16.5,12.8,12.1,39.9,1,11,11,11,17,11,13,16,8,26,21,12,17,20
2005-06,1610612759,San Antonio Spurs,82,63,19,0.768,48.3,98.7,31.1,0.708,6.6,5.7,13.1,11.8,11.0,39.1,1,2,2,2,24,1,7,7,23,6,1,3,8,15
2005-06,1610612760,Seattle SuperSonics,82,35,47,0.427,48.4,112.7,27.2,0.659,7.6,3.7,17.6,15.3,13.3,42.8,1,21,21,21,17,30,28,29,6,25,27,30,27,27
2005-06,1610612761,Toronto Raptors,82,27,55,0.329,48.7,111.2,27.9,0.697,6.5,3.3,15.0,12.9,12.4,43.0,1,26,26,26,1,29,26,14,26,28,9,15,23,28
2005-06,1610612762,Utah Jazz,82,41,41,0.5,48.5,105.1,29.0,0.702,6.4,6.0,17.6,12.5,12.6,34.6,1,14,14,14,9,19,20,10,28,2,26,9,26,4
2005-06,1610612764,Washington Wizards,82,42,40,0.512,48.4,105.8,28.6,0.679,8.0,4.1,15.9,13.1,12.5,40.4,1,13,13,13,17,22,25,24,3,22,15,16,25,22
2006-07,1610612737,Atlanta Hawks,82,30,52,0.366,48.5,107.0,28.2,0.676,7.4,5.4,18.1,13.7,13.3,43.0,1,27,27,27,13,23,28,28,9,5,22,20,25,24
2006-07,1610612738,Boston Celtics,82,24,58,0.293,48.4,105.8,29.2,0.705,7.2,4.7,18.2,12.0,12.4,41.7,1,29,29,29,14,18,21,12,14,16,23,6,16,20
2006-07,1610612766,Charlotte Bobcats,82,33,49,0.402,48.8,106.3,28.6,0.682,7.8,4.5,16.9,12.9,13.1,42.0,1,21,21,21,2,19,26,21,5,19,14,14,24,22
2006-07,1610612741,Chicago Bulls,82,49,33,0.598,48.2,98.8,31.7,0.707,7.8,5.4,17.2,11.9,10.7,35.1,1,8,8,8,22,1,2,11,4,6,16,5,6,3
2006-07,1610612739,Cleveland Cavaliers,82,50,32,0.61,48.5,100.6,30.8,0.721,7.6,4.3,14.7,12.3,10.7,38.1,1,7,7,7,8,4,6,2,8,20,2,8,5,9
2006-07,1610612742,Dallas Mavericks,82,67,15,0.817,48.2,102.1,30.7,0.719,6.8,5.0,15.2,11.4,12.7,36.9,1,1,1,1,27,5,10,5,24,12,5,2,20,6
2006-07,1610612743,Denver Nuggets,82,45,37,0.549,48.2,105.1,31.2,0.678,8.3,5.3,18.6,14.3,14.6,44.8,1,10,10,10,22,12,5,26,2,8,29,26,29,29
2006-07,1610612765,Detroit Pistons,82,53,29,0.646,48.5,102.6,29.0,0.678,7.1,5.8,13.2,13.3,11.2,37.2,1,4,4,4,8,6,24,25,17,1,1,18,9,7
2006-07,1610612744,Golden State Warriors,82,42,40,0.512,48.2,106.5,29.9,0.662,9.1,5.7,18.3,16.0,13.4,43.9,1,12,12,12,27,21,17,29,1,3,25,30,27,28
2006-07,1610612745,Houston Rockets,82,52,30,0.634,48.4,99.7,32.6,0.725,7.1,4.1,14.8,11.6,9.6,33.0,1,5,5,5,14,3,1,1,17,23,3,3,2,1
2006-07,1610612754,Indiana Pacers,82,35,47,0.427,48.2,104.4,29.8,0.694,7.3,5.5,18.5,13.2,12.6,38.7,1,19,19,19,26,9,18,16,11,4,28,16,18,12
2006-07,1610612746,Los Angeles Clippers,82,40,42,0.488,48.1,104.2,30.3,0.712,7.3,5.8,16.5,12.1,9.0,40.0,1,16,16,16,30,8,13,9,12,1,12,7,1,14
2006-07,1610612747,Los Angeles Lakers,82,42,40,0.512,48.9,107.5,30.4,0.69,7.3,5.1,18.2,14.1,12.2,43.7,1,12,12,12,1,25,12,19,10,9,24,22,15,27
2006-07,1610612763,Memphis Grizzlies,82,22,60,0.268,48.7,110.9,29.0,0.682,6.9,5.0,19.8,14.2,14.6,45.4,1,30,30,30,5,30,23,22,23,13,30,23,29,30
2006-07,1610612748,Miami Heat,82,44,38,0.537,48.4,104.6,30.8,0.693,6.9,5.4,16.4,13.3,12.8,36.1,1,11,11,11,14,11,7,17,21,7,11,19,21,5
2006-07,1610612749,Milwaukee Bucks,82,28,54,0.341,48.4,110.3,27.7,0.657,7.2,2.7,17.5,14.2,12.9,43.5,1,28,28,28,14,29,30,30,15,30,18,24,22,25
2006-07,1610612750,Minnesota Timberwolves,82,32,50,0.39,48.8,106.5,30.2,0.698,6.5,4.0,17.5,13.8,11.8,40.4,1,24,24,24,4,20,15,13,28,24,17,21,11,16
2006-07,1610612751,New Jersey Nets,82,41,41,0.5,48.5,105.1,30.8,0.714,6.1,3.3,16.6,12.5,11.1,35.6,1,14,14,14,8,13,8,7,30,27,13,10,8,4
2006-07,1610612740,New Orleans/Oklahoma City Hornets,82,39,43,0.476,48.5,105.4,30.6,0.719,6.4,4.2,16.1,13.0,11.9,37.8,1,18,18,18,8,14,11,4,29,21,8,15,12,8
2006-07,1610612752,New York Knicks,82,33,49,0.402,48.8,107.4,30.7,0.714,6.6,3.2,18.4,13.2,10.1,38.1,1,21,21,21,2,24,9,8,27,29,27,17,3,10
2006-07,1610612753,Orlando Magic,82,40,42,0.488,48.2,103.3,29.5,0.697,6.9,5.1,18.0,11.6,13.0,34.0,1,16,16,16,22,7,19,15,22,11,21,4,23,2
2006-07,1610612755,Philadelphia 76ers,82,35,47,0.427,48.5,105.6,28.7,0.678,7.2,4.8,17.2,14.3,11.9,41.2,1,19,19,19,8,16,25,24,13,15,15,25,13,17
2006-07,1610612756,Phoenix Suns,82,61,21,0.744,48.5,105.5,31.5,0.683,6.7,4.8,16.2,15.3,10.5,42.3,1,2,2,2,7,15,3,20,26,14,10,29,4,23
2006-07,1610612757,Portland Trail Blazers,82,32,50,0.39,48.7,108.6,28.0,0.697,6.8,4.6,18.3,12.6,13.9,41.2,1,24,24,24,6,26,29,14,25,17,26,11,28,18
2006-07,1610612758,Sacramento Kings,82,33,49,0.402,48.3,106.7,29.2,0.692,8.2,3.2,15.5,12.8,12.5,41.9,1,21,21,21,20,22,20,18,3,28,7,13,17,21
2006-07,1610612759,San Antonio Spurs,82,58,24,0.707,48.2,99.4,31.4,0.715,7.2,5.1,15.3,12.4,10.8,38.9,1,3,3,3,22,2,4,6,15,10,6,9,7,13
2006-07,1610612760,Seattle SuperSonics,82,31,51,0.378,48.4,108.9,28.3,0.676,7.7,3.7,17.7,14.7,12.6,43.6,1,26,26,26,18,27,27,27,7,26,20,28,18,26
2006-07,1610612761,Toronto Raptors,82,47,35,0.573,48.2,104.4,30.2,0.711,7.1,3.9,15.1,12.6,11.7,40.0,1,9,9,9,27,10,14,10,19,25,4,11,10,15
2006-07,1610612762,Utah Jazz,82,51,31,0.622,48.3,105.6,30.0,0.721,7.0,4.1,17.5,11.1,12.2,38.2,1,6,6,6,20,17,16,3,20,22,19,1,14,11
2006-07,1610612764,Washington Wizards,82,41,41,0.5,48.4,109.1,29.0,0.678,7.7,4.6,16.1,14.4,13.3,41.6,1,14,14,14,19,28,22,23,6,18,9,27,26,19
2007-08,1610612737,Atlanta Hawks,82,37,45,0.451,48.4,107.3,29.9,0.682,7.3,5.5,17.2,14.2,13.3,43.5,1,19,19,19,5,18,21,26,14,4,24,25,21,24
2007-08,1610612738,Boston Celtics,82,66,16,0.805,48.2,98.1,31.9,0.707,8.5,4.6,16.2,12.5,9.1,34.1,1,1,1,1,22,1,9,9,5,18,17,6,1,1
2007-08,1610612766,Charlotte Bobcats,82,32,50,0.39,48.5,108.2,29.8,0.674,7.5,4.9,16.8,15.0,13.5,43.9,1,23,23,23,3,22,22,28,13,10,20,28,23,26
2007-08,1610612741,Chicago Bulls,82,33,49,0.402,48.3,106.0,30.2,0.687,7.7,5.2,16.4,12.7,12.9,35.6,1,22,22,22,14,14,18,23,9,6,18,7,18,4
2007-08,1610612739,Cleveland Cavaliers,82,45,37,0.549,48.4,105.4,31.3,0.715,7.1,5.2,15.8,11.3,12.4,37.5,1,13,13,13,5,11,12,4,18,7,12,2,11,9
2007-08,1610612742,Dallas Mavericks,82,51,31,0.622,48.1,104.7,32.2,0.716,6.0,4.9,13.9,12.9,12.8,39.2,1,10,10,10,25,8,7,3,29,10,4,11,16,15
2007-08,1610612743,Denver Nuggets,82,50,32,0.61,48.4,105.5,32.9,0.686,9.2,6.7,17.0,14.6,14.2,43.0,1,11,11,11,5,12,2,24,1,1,21,27,26,23
2007-08,1610612765,Detroit Pistons,82,59,23,0.72,48.1,101.5,29.5,0.7,7.1,5.8,11.8,11.4,9.6,35.2,1,2,2,2,25,4,25,16,17,3,1,4,2,2
2007-08,1610612744,Golden State Warriors,82,48,34,0.585,48.2,108.5,30.4,0.672,9.1,4.6,15.6,15.7,14.3,45.0,1,12,12,12,18,24,14,30,2,19,10,30,28,29
2007-08,1610612745,Houston Rockets,82,55,27,0.671,48.1,100.5,32.4,0.711,7.3,5.1,14.4,12.7,12.9,35.8,1,6,6,6,25,2,6,5,15,8,6,7,17,5
2007-08,1610612754,Indiana Pacers,82,36,46,0.439,48.2,106.3,32.1,0.701,7.6,5.0,17.2,13.2,12.0,37.0,1,20,20,20,22,15,8,15,11,9,23,17,9,6
2007-08,1610612746,Los Angeles Clippers,82,23,59,0.28,48.3,107.4,30.4,0.703,6.8,4.9,15.7,13.2,10.4,43.5,1,25,25,25,14,19,17,13,20,14,11,17,4,25
2007-08,1610612747,Los Angeles Lakers,82,57,25,0.695,48.2,104.3,33.2,0.702,8.0,5.3,15.8,14.3,11.9,41.2,1,3,3,3,18,5,1,14,6,5,12,26,8,20
2007-08,1610612763,Memphis Grizzlies,82,22,60,0.268,48.3,110.2,31.3,0.706,6.1,4.7,18.0,13.0,16.2,45.8,1,27,27,27,14,28,11,11,28,17,28,14,30,30
2007-08,1610612748,Miami Heat,82,15,67,0.183,48.4,108.8,28.6,0.681,7.2,4.3,17.0,13.9,13.5,38.8,1,30,30,30,9,26,30,27,16,22,21,23,22,13
2007-08,1610612749,Milwaukee Bucks,82,26,56,0.317,48.4,111.1,28.8,0.694,6.6,4.4,17.2,13.0,14.2,41.6,1,24,24,24,5,30,29,20,21,20,25,12,27,22
2007-08,1610612750,Minnesota Timberwolves,82,22,60,0.268,48.1,110.0,29.6,0.703,7.5,3.7,17.8,13.0,14.5,38.9,1,27,27,27,25,27,24,12,12,29,27,13,29,14
2007-08,1610612751,New Jersey Nets,82,34,48,0.415,48.4,107.7,30.7,0.706,6.4,4.8,16.7,13.4,12.7,37.4,1,21,21,21,9,20,13,10,24,16,19,19,15,8
2007-08,1610612740,New Orleans Hornets,82,56,26,0.683,48.3,104.4,30.4,0.717,7.8,3.9,12.5,11.3,11.3,38.2,1,4,4,4,14,6,16,2,8,28,2,3,6,12
2007-08,1610612752,New York Knicks,82,23,59,0.28,48.5,110.4,30.0,0.697,6.4,2.6,17.3,13.5,12.5,41.0,1,25,25,25,3,29,19,18,24,30,26,20,13,19
2007-08,1610612753,Orlando Magic,82,52,30,0.634,48.2,104.9,32.6,0.709,6.3,4.1,16.1,12.7,12.5,37.4,1,9,9,9,18,10,5,7,27,27,14,9,12,7
2007-08,1610612755,Philadelphia 76ers,82,40,42,0.488,48.2,104.7,28.9,0.688,8.7,4.9,15.0,13.1,10.0,40.9,1,17,17,17,22,7,28,22,4,12,8,15,3,18
2007-08,1610612756,Phoenix Suns,82,55,27,0.671,48.2,107.0,32.7,0.674,6.5,6.3,16.1,15.4,12.2,44.8,1,6,6,6,18,17,4,29,22,2,14,29,10,28
2007-08,1610612757,Portland Trail Blazers,82,41,41,0.5,48.5,106.8,29.7,0.684,5.5,4.4,14.5,13.5,12.5,40.5,1,15,15,15,1,16,23,25,30,21,7,21,14,17
2007-08,1610612758,Sacramento Kings,82,38,44,0.463,48.4,108.6,30.0,0.689,7.9,4.1,18.4,13.6,13.1,41.4,1,18,18,18,9,25,20,21,7,26,30,22,20,21
2007-08,1610612759,San Antonio Spurs,82,56,26,0.683,48.1,100.7,31.9,0.733,6.4,4.1,14.0,10.5,11.5,35.5,1,4,4,4,25,3,10,1,24,24,5,1,7,3
2007-08,1610612760,Seattle SuperSonics,82,20,62,0.244,48.4,108.3,32.8,0.7,6.5,4.9,18.3,13.9,14.1,44.2,1,29,29,29,9,23,3,17,23,12,29,24,25,27
2007-08,1610612761,Toronto Raptors,82,41,41,0.5,48.4,105.6,30.4,0.709,7.0,4.1,13.6,11.7,10.6,37.6,1,15,15,15,9,13,14,8,19,25,3,5,5,11
2007-08,1610612762,Utah Jazz,82,54,28,0.659,48.1,104.9,29.4,0.71,8.7,4.3,16.2,12.8,13.6,39.7,1,8,8,8,30,9,26,6,3,22,16,10,24,16
2007-08,1610612764,Washington Wizards,82,43,39,0.524,48.5,107.9,29.3,0.695,7.7,4.8,15.0,13.1,12.9,37.6,1,14,14,14,1,21,27,19,10,15,9,16,18,10
2008-09,1610612737,Atlanta Hawks,82,47,35,0.573,48.1,106.7,29.4,0.682,7.4,4.6,14.0,13.3,12.5,40.8,1,12,12,12,29,16,21,24,14,20,4,19,17,21
2008-09,1610612738,Boston Celtics,82,62,20,0.756,48.5,101.6,31.5,0.715,7.6,4.7,17.5,11.0,10.6,36.1,1,3,3,3,7,3,7,5,7,17,26,2,3,3
2008-09,1610612766,Charlotte Bobcats,82,35,47,0.427,48.6,105.0,28.9,0.686,7.1,4.8,16.6,13.4,10.6,37.6,1,19,19,19,2,7,25,22,19,14,19,21,4,7
2008-09,1610612741,Chicago Bulls,82,41,41,0.5,48.6,107.5,30.3,0.675,7.5,5.5,16.9,15.4,12.7,43.2,1,15,15,15,2,18,15,28,9,4,23,29,20,24
2008-09,1610612739,Cleveland Cavaliers,82,66,16,0.805,48.2,101.6,31.4,0.707,7.2,5.3,14.7,12.0,12.6,37.1,1,1,1,1,21,2,8,9,15,7,6,6,19,6
2008-09,1610612742,Dallas Mavericks,82,50,32,0.61,48.3,107.0,31.6,0.707,7.2,5.2,14.8,13.0,13.3,38.9,1,9,9,9,14,17,5,10,17,9,8,14,25,13
2008-09,1610612743,Denver Nuggets,82,54,28,0.659,48.1,105.6,30.6,0.683,8.7,6.0,16.8,14.3,11.6,39.0,1,5,5,5,27,8,12,23,3,2,21,26,11,14
2008-09,1610612765,Detroit Pistons,82,39,43,0.476,48.5,106.4,29.9,0.711,6.0,4.6,13.1,11.7,10.4,37.6,1,17,17,17,4,14,17,7,29,19,1,3,2,7
2008-09,1610612744,Golden State Warriors,82,29,53,0.354,48.5,111.7,30.4,0.652,7.8,6.4,18.0,17.1,16.8,48.6,1,24,24,24,10,28,14,30,6,1,27,30,30,30
2008-09,1610612745,Houston Rockets,82,53,29,0.646,48.3,102.9,32.5,0.714,6.7,4.3,15.7,11.7,11.7,38.0,1,8,8,8,14,4,2,6,26,24,13,5,12,10
2008-09,1610612754,Indiana Pacers,82,36,46,0.439,48.4,108.2,32.5,0.707,7.0,5.3,17.0,12.6,12.5,37.8,1,18,18,18,11,20,3,11,20,8,24,10,18,9
2008-09,1610612746,Los Angeles Clippers,82,19,63,0.232,48.5,110.1,29.0,0.679,7.0,5.9,16.8,14.6,11.9,44.5,1,28,28,28,7,26,23,27,21,3,21,27,14,26
2008-09,1610612747,Los Angeles Lakers,82,65,17,0.793,48.2,103.5,31.5,0.698,8.8,5.1,15.1,13.3,11.5,41.7,1,2,2,2,21,6,6,16,2,10,10,18,10,22
2008-09,1610612763,Memphis Grizzlies,82,24,58,0.293,48.3,108.2,28.5,0.697,7.5,4.7,16.1,12.7,12.3,41.7,1,25,25,25,14,21,28,17,9,18,14,11,16,23
2008-09,1610612748,Miami Heat,82,43,39,0.524,48.7,106.5,29.4,0.693,7.9,5.5,14.7,13.0,11.4,39.1,1,14,14,14,1,15,22,20,5,5,7,13,8,15
2008-09,1610612749,Milwaukee Bucks,82,34,48,0.415,48.2,106.3,28.9,0.699,7.4,3.8,16.6,12.9,11.9,36.2,1,20,20,20,21,13,24,15,12,29,17,12,13,4
2008-09,1610612750,Minnesota Timberwolves,82,24,58,0.293,48.3,109.9,29.8,0.717,6.2,3.9,16.5,12.1,13.0,39.8,1,25,25,25,14,25,18,2,28,28,16,8,22,16
2008-09,1610612751,New Jersey Nets,82,34,48,0.415,48.4,109.5,29.5,0.703,6.8,4.8,15.6,13.1,13.2,38.4,1,20,20,20,11,24,20,14,24,15,12,16,23,11
2008-09,1610612740,New Orleans Hornets,82,49,33,0.598,48.2,105.8,29.9,0.707,7.2,4.1,13.9,11.7,11.2,35.8,1,10,10,10,26,10,16,12,15,26,3,3,7,2
2008-09,1610612752,New York Knicks,82,32,50,0.39,48.3,109.4,31.0,0.696,7.4,2.5,16.7,13.7,12.9,45.7,1,23,23,23,14,23,9,18,11,30,20,24,21,29
2008-09,1610612760,Oklahoma City Thunder,82,23,59,0.28,48.3,107.6,30.5,0.716,7.4,4.5,19.0,13.0,14.0,44.7,1,27,27,27,14,19,13,4,13,22,30,14,28,27
2008-09,1610612753,Orlando Magic,82,59,23,0.72,48.1,101.3,33.3,0.717,7.0,5.4,15.0,12.5,11.2,35.7,1,4,4,4,27,1,1,3,22,6,9,9,6,1
2008-09,1610612755,Philadelphia 76ers,82,41,41,0.5,48.2,106.1,28.5,0.68,8.0,5.1,16.3,13.3,11.1,39.8,1,15,15,15,24,12,29,26,4,12,15,19,5,17
2008-09,1610612756,Phoenix Suns,82,46,36,0.561,48.2,110.4,30.7,0.682,7.2,5.1,18.6,15.4,13.2,39.8,1,13,13,13,24,27,10,25,18,10,28,28,24,17
2008-09,1610612757,Portland Trail Blazers,82,54,28,0.659,48.4,106.1,28.8,0.708,6.7,4.9,14.1,12.1,10.3,38.4,1,5,5,5,11,11,27,8,25,13,5,7,1,12
2008-09,1610612758,Sacramento Kings,82,17,65,0.207,48.5,113.4,28.9,0.669,6.9,4.3,18.7,13.9,14.3,45.6,1,30,30,30,4,30,25,29,23,25,29,25,29,28
2008-09,1610612759,San Antonio Spurs,82,54,28,0.659,48.5,103.4,32.2,0.74,5.8,4.0,13.2,10.8,12.1,37.0,1,5,5,5,4,5,4,1,30,27,2,1,15,5
2008-09,1610612761,Toronto Raptors,82,33,49,0.402,48.3,108.6,30.6,0.706,6.4,4.8,15.6,13.4,11.5,40.6,1,22,22,22,14,22,11,13,27,16,11,22,9,20
2008-09,1610612762,Utah Jazz,82,48,34,0.585,48.5,105.8,29.5,0.693,8.8,4.6,16.6,13.6,13.3,43.3,1,11,11,11,7,9,19,19,1,21,18,23,26,25
2008-09,1610612764,Washington Wizards,82,19,63,0.232,48.1,112.1,28.4,0.689,7.5,4.5,17.4,13.2,13.7,40.0,1,28,28,28,29,29,30,21,8,23,25,17,27,19
2009-10,1610612737,Atlanta Hawks,82,53,29,0.646,48.4,106.0,29.9,0.685,7.2,5.0,13.6,14.0,15.9,42.9,1,6,6,6,10,14,23,28,15,14,1,26,25,19
2009-10,1610612738,Boston Celtics,82,50,32,0.61,48.2,103.2,29.9,0.697,8.5,4.9,16.1,12.8,11.6,38.2,1,9,9,9,17,5,25,18,2,15,13,9,4,5
2009-10,1610612766,Charlotte Bobcats,82,44,38,0.537,48.5,102.0,30.4,0.698,7.7,5.4,16.9,12.7,12.8,39.6,1,15,15,15,5,2,19,14,8,7,22,8,8,8
2009-10,1610612741,Chicago Bulls,82,41,41,0.5,48.5,104.2,33.1,0.709,6.5,5.8,15.5,12.9,13.3,39.7,1,17,17,17,2,11,2,6,24,2,7,12,11,9
2009-10,1610612739,Cleveland Cavaliers,82,61,21,0.744,48.2,103.8,32.8,0.725,6.9,5.2,15.6,11.7,13.2,36.8,1,1,1,1,17,8,3,3,21,10,8,2,10,2
2009-10,1610612742,Dallas Mavericks,82,55,27,0.671,48.5,105.0,31.5,0.697,7.6,5.5,15.0,12.9,13.4,41.7,1,4,4,4,5,12,10,16,10,6,5,12,12,15
2009-10,1610612743,Denver Nuggets,82,53,29,0.646,48.2,106.5,30.5,0.687,8.3,5.1,16.5,14.0,13.9,42.6,1,6,6,6,17,16,16,26,3,13,19,25,17,18
2009-10,1610612765,Detroit Pistons,82,27,55,0.329,48.2,110.3,27.3,0.697,7.3,3.8,16.2,12.9,14.1,38.6,1,24,24,24,17,26,30,15,14,27,14,14,18,6
2009-10,1610612744,Golden State Warriors,82,26,56,0.317,48.1,110.3,29.2,0.659,9.3,4.1,17.9,16.0,18.2,48.4,1,26,26,26,26,28,27,30,1,25,27,29,30,30
2009-10,1610612745,Houston Rockets,82,42,40,0.512,48.5,106.8,30.1,0.699,7.1,3.9,16.4,13.4,14.1,45.6,1,16,16,16,2,17,21,12,18,26,17,18,18,27
2009-10,1610612754,Indiana Pacers,82,32,50,0.39,48.1,106.0,31.9,0.69,7.1,5.4,17.4,14.0,13.5,39.3,1,21,21,21,29,13,6,25,17,8,26,24,13,7
2009-10,1610612746,Los Angeles Clippers,82,29,53,0.354,48.1,109.1,30.5,0.697,6.5,5.7,18.8,13.5,13.6,43.5,1,22,22,22,29,25,17,17,23,3,28,19,14,20
2009-10,1610612747,Los Angeles Lakers,82,57,25,0.695,48.4,102.7,32.5,0.708,7.5,4.9,15.2,12.9,12.8,40.7,1,3,3,3,12,3,4,7,11,16,6,11,8,11
2009-10,1610612763,Memphis Grizzlies,82,40,42,0.488,48.5,109.0,30.4,0.698,7.9,4.9,18.8,13.2,18.0,47.7,1,18,18,18,2,22,18,13,7,18,29,15,29,29
2009-10,1610612748,Miami Heat,82,47,35,0.573,48.5,103.4,31.1,0.701,7.4,5.6,13.8,12.6,11.4,37.0,1,13,13,13,5,6,13,10,12,4,2,6,3,3
2009-10,1610612749,Milwaukee Bucks,82,46,36,0.561,48.7,101.9,31.2,0.726,7.1,4.7,14.8,11.1,12.8,37.5,1,14,14,14,1,1,11,1,19,20,4,1,7,4
2009-10,1610612750,Minnesota Timberwolves,82,15,67,0.183,48.2,110.4,31.2,0.705,7.3,3.7,19.6,13.4,17.9,44.6,1,29,29,29,17,29,12,8,13,28,30,16,28,23
2009-10,1610612751,New Jersey Nets,82,12,70,0.146,48.2,108.9,28.8,0.686,7.0,4.8,16.6,13.9,16.5,44.9,1,30,30,30,17,21,29,27,20,19,20,23,26,24
2009-10,1610612740,New Orleans Hornets,82,37,45,0.451,48.4,108.9,29.9,0.696,7.6,3.7,15.9,13.4,14.4,45.2,1,20,20,20,12,19,24,19,9,30,12,16,20,26
2009-10,1610612752,New York Knicks,82,29,53,0.354,48.5,110.3,30.2,0.691,7.1,3.7,15.9,14.1,12.7,47.2,1,22,22,22,5,27,20,23,16,29,11,27,6,28
2009-10,1610612760,Oklahoma City Thunder,82,50,32,0.61,48.3,103.5,31.8,0.694,8.0,5.9,16.3,14.3,12.5,44.0,1,9,9,9,15,7,8,20,6,1,16,28,5,22
2009-10,1610612753,Orlando Magic,82,59,23,0.72,48.1,102.8,33.4,0.726,6.2,5.6,16.3,11.7,11.2,36.6,1,2,2,2,26,4,1,2,27,5,15,3,1,1
2009-10,1610612755,Philadelphia 76ers,82,27,55,0.329,48.3,108.9,29.5,0.693,8.1,5.4,16.4,12.7,13.7,42.5,1,24,24,24,15,20,26,21,5,8,18,7,15,17
2009-10,1610612756,Phoenix Suns,82,54,28,0.659,48.1,109.1,31.9,0.673,5.8,5.1,17.2,16.1,15.3,43.8,1,5,5,5,26,24,7,29,29,12,25,30,24,21
2009-10,1610612757,Portland Trail Blazers,82,50,32,0.61,48.4,106.1,29.1,0.702,6.4,4.3,14.1,12.8,11.2,40.9,1,9,9,9,10,15,28,9,25,24,3,10,2,12
2009-10,1610612758,Sacramento Kings,82,25,57,0.305,48.5,109.1,30.7,0.7,6.9,4.5,16.8,13.8,15.0,45.0,1,28,28,28,5,23,14,11,21,23,21,22,22,25
2009-10,1610612759,San Antonio Spurs,82,50,32,0.61,48.2,103.9,32.0,0.72,6.3,4.6,15.7,12.6,14.7,41.0,1,9,9,9,17,9,5,4,26,22,10,5,21,13
2009-10,1610612761,Toronto Raptors,82,40,42,0.488,48.2,112.2,30.6,0.692,5.7,4.7,15.6,13.5,17.2,42.4,1,18,18,18,17,30,15,22,30,21,9,21,27,16
2009-10,1610612762,Utah Jazz,82,53,29,0.646,48.2,104.0,31.6,0.718,8.2,4.9,17.1,12.1,15.0,40.0,1,6,6,6,25,10,9,5,4,16,23,4,23,10
