SEASON,TEAM_ID,TEAM_NAME,Restricted Area FGM,Restricted Area FGA,Restricted Area FG_PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG_PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG_PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG_PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG_PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG_PCT,Backcourt FGM,Backcourt FGA,Backcourt FG_PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG_PCT
2013-14,1610612742,Dallas Mavericks,15.5,24.4,0.637,5.4,13.2,0.408,9.9,23.1,0.428,1.1,2.7,0.415,0.9,2.0,0.426,6.8,18.0,0.378,0.0,0.2,0.0,2.0,4.7,0.42
2013-14,1610612743,Denver Nuggets,18.4,30.3,0.608,4.8,13.4,0.356,6.7,18.3,0.364,1.3,2.9,0.444,1.2,3.0,0.392,6.1,17.7,0.343,0.0,0.3,0.0,2.5,6.0,0.418
2013-14,1610612765,Detroit Pistons,21.0,34.5,0.609,5.0,14.0,0.354,6.7,19.1,0.349,1.0,2.7,0.369,1.0,2.2,0.442,4.2,14.0,0.299,0.0,0.3,0.0,2.0,4.9,0.402
2013-14,1610612744,Golden State Warriors,15.8,25.5,0.62,6.0,14.8,0.404,8.3,20.3,0.406,1.5,3.5,0.416,1.1,2.7,0.403,6.9,18.5,0.375,0.0,0.3,0.0,2.5,6.1,0.41
2013-14,1610612745,Houston Rockets,20.0,32.0,0.625,5.5,13.1,0.419,3.1,8.9,0.345,1.2,3.1,0.39,1.3,3.3,0.384,7.0,20.1,0.348,0.0,0.1,0.091,2.5,6.3,0.387
2013-14,1610612754,Indiana Pacers,13.8,23.3,0.591,5.4,13.3,0.407,10.1,24.8,0.407,0.9,2.3,0.411,1.1,2.6,0.41,4.7,13.8,0.343,0.0,0.2,0.0,2.0,4.8,0.411
2013-14,1610612746,Los Angeles Clippers,17.2,25.5,0.677,3.7,9.9,0.379,9.7,23.1,0.418,1.4,3.7,0.374,1.6,3.6,0.435,5.5,16.5,0.332,0.0,0.1,0.091,2.9,7.2,0.404
2013-14,1610612747,Los Angeles Lakers,15.2,24.8,0.613,5.3,13.6,0.391,8.3,22.0,0.379,1.3,3.2,0.402,1.2,3.0,0.412,6.9,18.4,0.375,0.0,0.1,0.0,2.5,6.2,0.407
2013-14,1610612763,Memphis Grizzlies,16.7,27.5,0.607,7.1,17.0,0.418,9.3,23.5,0.397,0.7,2.0,0.341,0.8,2.0,0.398,3.5,9.8,0.353,0.0,0.2,0.059,1.5,4.0,0.369
2013-14,1610612748,Miami Heat,18.6,27.3,0.68,4.0,8.6,0.469,7.6,18.3,0.417,1.5,3.7,0.404,2.1,4.8,0.446,4.5,13.8,0.324,0.0,0.1,0.2,3.6,8.5,0.428
2013-14,1610612749,Milwaukee Bucks,16.2,28.7,0.564,4.4,11.9,0.369,8.7,22.6,0.387,0.8,1.9,0.392,0.6,1.8,0.338,5.3,15.2,0.351,0.0,0.1,0.0,1.4,3.7,0.366
2013-14,1610612750,Minnesota Timberwolves,19.4,32.4,0.598,4.3,11.0,0.39,7.9,22.7,0.349,1.0,3.1,0.335,0.6,1.8,0.327,5.7,16.3,0.347,0.0,0.2,0.071,1.6,4.9,0.332
2013-14,1610612740,New Orleans Pelicans,17.8,31.2,0.569,5.0,13.1,0.38,9.1,22.2,0.411,0.7,1.9,0.383,0.7,1.9,0.38,4.5,11.8,0.378,0.0,0.3,0.0,1.5,3.8,0.381
2013-14,1610612752,New York Knicks,13.8,23.0,0.597,3.0,8.1,0.373,10.9,26.2,0.416,1.1,3.0,0.378,0.9,2.2,0.423,7.2,19.4,0.37,0.0,0.3,0.0,2.1,5.3,0.397
2013-14,1610612760,Oklahoma City Thunder,16.4,25.8,0.634,4.7,11.5,0.411,9.8,23.0,0.425,1.1,3.1,0.345,0.9,2.4,0.359,6.2,16.8,0.369,0.0,0.2,0.0,1.9,5.5,0.351
2013-14,1610612753,Orlando Magic,14.7,25.1,0.583,4.4,11.6,0.379,10.9,26.5,0.412,1.3,3.6,0.359,0.7,2.0,0.356,4.9,13.7,0.355,0.0,0.2,0.0,2.0,5.6,0.358
2013-14,1610612755,Philadelphia 76ers,20.0,35.2,0.568,4.8,13.2,0.36,6.1,16.2,0.376,0.9,2.7,0.318,0.6,1.8,0.347,5.5,17.9,0.309,0.0,0.2,0.231,1.5,4.5,0.33
2013-14,1610612756,Phoenix Suns,16.7,26.7,0.626,4.4,11.4,0.385,8.3,20.4,0.406,1.5,3.3,0.449,1.3,3.6,0.362,6.5,17.9,0.364,0.0,0.2,0.0,2.8,7.0,0.404
2013-14,1610612757,Portland Trail Blazers,14.9,24.6,0.605,3.9,10.6,0.37,10.9,26.4,0.412,1.6,3.7,0.438,0.9,2.9,0.315,6.9,18.5,0.369,0.0,0.1,0.0,2.5,6.6,0.384
2013-14,1610612758,Sacramento Kings,15.8,25.5,0.621,6.2,16.1,0.382,8.9,22.9,0.39,0.8,2.1,0.379,0.6,1.7,0.36,4.6,14.1,0.324,0.0,0.1,0.125,1.4,3.8,0.37
2013-14,1610612759,San Antonio Spurs,17.5,27.0,0.648,5.5,12.5,0.438,9.1,22.5,0.403,1.5,3.6,0.423,1.2,3.0,0.393,5.8,14.8,0.396,0.0,0.1,0.0,2.7,6.5,0.409
2013-14,1610612761,Toronto Raptors,13.7,22.6,0.607,5.7,13.9,0.413,8.4,22.1,0.378,1.5,3.7,0.407,1.0,2.7,0.381,6.1,16.8,0.365,0.0,0.2,0.167,2.5,6.4,0.396
2013-14,1610612762,Utah Jazz,15.9,25.7,0.62,4.9,13.0,0.374,8.6,23.2,0.37,0.9,2.5,0.346,1.0,2.3,0.426,4.8,14.1,0.338,0.0,0.3,0.0,1.9,4.8,0.384
2013-14,1610612764,Washington Wizards,16.5,25.7,0.643,4.1,11.1,0.371,10.2,26.8,0.381,1.4,3.3,0.409,1.3,3.3,0.398,5.3,14.1,0.373,0.0,0.2,0.071,2.6,6.5,0.403
2014-15,1610612737,Atlanta Hawks,15.9,26.3,0.607,4.8,11.7,0.409,7.4,17.5,0.421,1.4,3.4,0.418,1.7,4.0,0.423,6.9,18.9,0.365,0.0,0.0,0.0,3.1,7.3,0.421
2014-15,1610612738,Boston Celtics,16.3,27.2,0.598,4.6,11.7,0.392,10.0,24.3,0.411,1.1,2.8,0.397,0.9,2.5,0.343,6.1,19.2,0.318,0.0,0.2,0.0,2.0,5.2,0.372
2014-15,1610612751,Brooklyn Nets,14.8,25.0,0.59,7.8,17.3,0.45,8.3,20.7,0.4,1.3,3.1,0.405,0.9,2.6,0.356,4.4,13.9,0.317,0.0,0.3,0.0,2.2,5.8,0.383
2014-15,1610612766,Charlotte Hornets,13.3,24.0,0.552,5.0,12.8,0.389,11.2,28.6,0.392,0.7,1.6,0.415,0.7,1.9,0.367,4.7,15.5,0.306,0.0,0.2,0.0,1.3,3.4,0.39
2014-15,1610612741,Chicago Bulls,16.1,28.7,0.561,4.4,11.2,0.394,8.2,20.7,0.395,1.0,2.8,0.371,1.0,2.3,0.426,5.9,17.1,0.345,0.0,0.2,0.111,2.0,5.0,0.396
2014-15,1610612739,Cleveland Cavaliers,16.3,26.3,0.62,4.2,11.3,0.37,7.1,17.1,0.416,1.5,4.2,0.363,1.5,3.9,0.372,7.1,19.3,0.366,0.0,0.0,0.333,3.0,8.1,0.367
2014-15,1610612742,Dallas Mavericks,17.2,27.3,0.629,4.1,10.6,0.391,9.4,22.5,0.419,1.3,3.2,0.403,1.1,2.8,0.383,6.6,19.3,0.34,0.0,0.1,0.1,2.4,6.0,0.394
2014-15,1610612743,Denver Nuggets,17.4,29.5,0.591,5.0,13.7,0.369,7.3,19.4,0.375,1.0,3.2,0.323,1.0,2.9,0.356,6.0,18.5,0.325,0.0,0.3,0.045,2.0,6.0,0.339
2014-15,1610612765,Detroit Pistons,17.3,30.4,0.57,5.1,14.5,0.351,6.1,16.1,0.381,1.2,3.0,0.402,1.3,3.3,0.383,6.1,18.4,0.332,0.0,0.3,0.0,2.5,6.3,0.392
2014-15,1610612744,Golden State Warriors,17.7,27.2,0.648,5.0,12.7,0.391,8.2,20.0,0.408,1.3,3.1,0.408,1.6,3.2,0.496,8.0,20.6,0.387,0.0,0.3,0.0,2.8,6.2,0.453
2014-15,1610612745,Houston Rockets,17.4,28.9,0.604,5.2,12.9,0.406,3.0,8.9,0.332,1.9,5.0,0.377,2.4,5.9,0.404,7.1,21.5,0.329,0.0,0.2,0.0,4.3,11.0,0.392
2014-15,1610612754,Indiana Pacers,13.3,23.0,0.577,5.3,12.7,0.415,10.5,26.3,0.401,1.2,3.1,0.387,1.0,2.7,0.379,5.3,15.3,0.345,0.0,0.2,0.0,2.2,5.8,0.383
2014-15,1610612746,Los Angeles Clippers,14.7,22.5,0.651,4.0,9.5,0.425,10.6,24.4,0.434,1.4,3.9,0.375,1.5,3.5,0.42,7.2,19.4,0.37,0.0,0.1,0.0,2.9,7.3,0.396
2014-15,1610612747,Los Angeles Lakers,15.7,25.8,0.609,4.3,11.8,0.365,10.7,29.2,0.368,0.7,1.7,0.399,0.7,1.8,0.392,5.1,15.2,0.334,0.0,0.1,0.0,1.4,3.5,0.395
2014-15,1610612763,Memphis Grizzlies,16.9,27.8,0.609,6.7,16.7,0.398,9.0,22.8,0.397,0.8,2.1,0.385,0.8,2.0,0.373,3.6,10.9,0.33,0.0,0.3,0.095,1.5,4.1,0.379
2014-15,1610612748,Miami Heat,15.2,24.7,0.617,4.6,10.6,0.431,8.6,21.7,0.397,1.0,3.2,0.327,1.4,3.4,0.417,4.3,13.4,0.321,0.0,0.2,0.059,2.5,6.6,0.373
2014-15,1610612749,Milwaukee Bucks,17.5,29.8,0.587,3.9,10.4,0.374,9.5,23.4,0.407,1.2,3.3,0.372,1.2,2.7,0.433,4.2,12.2,0.347,0.0,0.1,0.0,2.4,6.0,0.4
2014-15,1610612750,Minnesota Timberwolves,15.7,26.3,0.598,4.9,13.1,0.377,10.8,28.9,0.374,0.8,2.1,0.36,0.5,1.3,0.371,3.7,11.4,0.326,0.0,0.2,0.0,1.2,3.4,0.365
2014-15,1610612740,New Orleans Pelicans,18.3,32.3,0.567,4.2,10.7,0.391,8.3,20.6,0.402,1.0,2.3,0.45,0.9,2.5,0.376,5.2,14.3,0.361,0.0,0.2,0.0,2.0,4.7,0.412
2014-15,1610612752,New York Knicks,12.6,22.5,0.561,4.1,10.7,0.379,11.6,29.1,0.399,0.7,2.1,0.335,0.7,1.7,0.379,5.5,15.7,0.349,0.0,0.2,0.063,1.3,3.8,0.355
2014-15,1610612760,Oklahoma City Thunder,17.2,29.1,0.59,5.3,13.0,0.409,8.7,22.0,0.393,1.1,3.0,0.383,1.0,2.8,0.373,5.5,16.9,0.329,0.0,0.2,0.0,2.2,5.7,0.378
2014-15,1610612753,Orlando Magic,16.9,28.5,0.591,5.7,14.5,0.392,8.2,20.3,0.404,0.9,2.7,0.339,1.1,2.6,0.403,4.8,14.1,0.341,0.0,0.1,0.0,1.9,5.2,0.371
2014-15,1610612755,Philadelphia 76ers,17.0,30.3,0.562,3.4,11.1,0.306,4.9,14.9,0.327,1.0,2.8,0.341,0.7,2.2,0.343,6.7,21.1,0.319,0.0,0.2,0.0,1.7,5.0,0.342
2014-15,1610612756,Phoenix Suns,17.1,27.6,0.62,4.3,11.0,0.39,8.9,22.3,0.397,1.2,3.6,0.345,1.5,4.0,0.375,5.8,17.2,0.336,0.0,0.2,0.056,2.7,7.5,0.361
2014-15,1610612757,Portland Trail Blazers,14.7,23.6,0.624,4.2,10.2,0.413,9.9,24.9,0.399,1.6,3.9,0.4,1.2,3.1,0.375,7.1,20.1,0.354,0.0,0.2,0.0,2.7,6.9,0.389
2014-15,1610612758,Sacramento Kings,17.5,29.0,0.604,5.0,14.0,0.359,8.5,21.2,0.402,0.9,2.2,0.385,1.0,2.8,0.358,3.8,11.3,0.333,0.0,0.2,0.0,1.8,5.0,0.37
2014-15,1610612759,San Antonio Spurs,16.0,25.8,0.619,6.5,14.6,0.445,8.4,20.6,0.406,1.4,3.3,0.409,1.5,3.3,0.434,5.5,15.8,0.347,0.0,0.1,0.0,2.8,6.6,0.421
2014-15,1610612761,Toronto Raptors,15.2,24.5,0.62,6.3,14.3,0.441,7.6,19.4,0.39,1.6,4.0,0.406,1.1,2.9,0.398,6.1,18.1,0.336,0.0,0.1,0.0,2.8,6.8,0.403
2014-15,1610612762,Utah Jazz,16.9,26.9,0.631,3.9,11.5,0.335,7.1,19.1,0.374,1.2,2.9,0.397,1.1,3.2,0.356,5.1,15.4,0.334,0.0,0.2,0.056,2.3,6.1,0.375
2014-15,1610612764,Washington Wizards,16.4,25.8,0.637,4.3,11.2,0.383,11.5,28.9,0.397,0.8,2.5,0.327,0.9,2.2,0.413,4.3,11.9,0.361,0.0,0.2,0.0,1.8,4.8,0.367
2015-16,1610612737,Atlanta Hawks,17.8,29.5,0.603,3.9,9.8,0.393,7.0,16.7,0.419,1.2,3.3,0.351,1.4,3.7,0.375,7.4,21.2,0.348,0.0,0.2,0.083,2.6,7.0,0.363
2015-16,1610612738,Boston Celtics,18.4,30.6,0.602,4.5,12.2,0.372,7.5,20.3,0.37,1.2,3.1,0.378,1.0,3.1,0.322,6.6,19.7,0.333,0.0,0.2,0.0,2.2,6.2,0.35
2015-16,1610612751,Brooklyn Nets,15.7,26.7,0.59,7.3,16.9,0.433,8.7,22.4,0.388,1.1,3.0,0.373,1.1,2.8,0.404,4.2,12.5,0.34,0.0,0.2,0.0,2.2,5.8,0.388
2015-16,1610612766,Charlotte Hornets,14.4,24.7,0.58,4.4,10.9,0.406,7.6,19.4,0.392,1.2,2.8,0.418,1.0,2.4,0.404,8.5,24.1,0.353,0.0,0.1,0.111,2.1,5.2,0.412
2015-16,1610612741,Chicago Bulls,15.7,28.3,0.556,4.8,12.5,0.383,10.2,25.3,0.402,0.9,2.6,0.353,1.1,2.3,0.452,6.0,16.3,0.366,0.0,0.2,0.063,2.0,4.9,0.399
2015-16,1610612739,Cleveland Cavaliers,16.0,25.1,0.637,4.5,11.4,0.397,7.4,17.9,0.416,1.5,3.8,0.39,1.7,4.3,0.398,7.5,21.4,0.351,0.0,0.1,0.2,3.2,8.1,0.394
2015-16,1610612742,Dallas Mavericks,14.2,22.8,0.621,4.8,11.6,0.417,8.5,21.2,0.403,1.4,3.8,0.357,1.1,2.5,0.434,7.4,22.0,0.334,0.0,0.2,0.0,2.5,6.3,0.387
2015-16,1610612743,Denver Nuggets,18.6,32.7,0.569,4.3,11.3,0.384,6.8,17.7,0.383,1.1,3.0,0.36,0.7,2.2,0.319,6.2,18.3,0.338,0.0,0.2,0.111,1.8,5.2,0.342
2015-16,1610612765,Detroit Pistons,16.0,27.2,0.588,5.7,15.0,0.382,7.2,18.0,0.398,1.1,3.4,0.329,1.4,3.5,0.405,6.5,18.8,0.343,0.0,0.4,0.033,2.6,7.0,0.368
2015-16,1610612744,Golden State Warriors,18.1,28.5,0.636,4.2,10.8,0.388,7.1,16.4,0.434,1.5,3.8,0.407,1.5,3.7,0.419,10.0,23.9,0.419,0.0,0.3,0.091,3.1,7.4,0.413
2015-16,1610612745,Houston Rockets,18.5,30.1,0.612,4.4,11.5,0.384,4.2,11.0,0.379,1.6,4.3,0.381,1.8,5.4,0.337,7.2,20.8,0.347,0.0,0.3,0.0,3.5,9.7,0.357
2015-16,1610612754,Indiana Pacers,15.8,25.5,0.619,4.6,10.8,0.427,9.8,25.8,0.38,1.5,3.8,0.381,1.1,2.8,0.413,5.4,16.1,0.335,0.0,0.2,0.0,2.6,6.6,0.394
2015-16,1610612746,LA Clippers,15.0,22.9,0.652,3.9,9.5,0.412,9.7,23.3,0.418,1.4,3.4,0.404,1.3,3.0,0.435,6.9,19.7,0.349,0.0,0.2,0.0,2.7,6.4,0.419
2015-16,1610612747,Los Angeles Lakers,13.7,24.4,0.563,5.3,13.3,0.403,8.3,22.6,0.365,0.9,2.7,0.324,0.7,2.2,0.32,6.2,19.3,0.319,0.0,0.3,0.0,1.6,4.9,0.323
2015-16,1610612763,Memphis Grizzlies,16.4,29.1,0.564,5.6,14.6,0.383,8.7,21.4,0.406,0.9,2.7,0.344,0.7,2.5,0.297,4.4,13.1,0.339,0.0,0.3,0.136,1.7,5.2,0.322
2015-16,1610612748,Miami Heat,17.7,27.1,0.653,5.5,13.9,0.398,9.1,22.6,0.403,1.1,3.4,0.319,1.4,3.5,0.394,3.6,10.9,0.327,0.0,0.2,0.067,2.5,6.9,0.357
2015-16,1610612749,Milwaukee Bucks,19.8,33.0,0.601,5.5,13.5,0.405,7.7,20.2,0.382,0.8,2.4,0.352,0.8,2.2,0.353,3.7,10.6,0.348,0.0,0.2,0.0,1.6,4.6,0.353
2015-16,1610612750,Minnesota Timberwolves,17.0,26.8,0.637,5.0,11.8,0.425,10.1,26.3,0.385,0.8,2.1,0.383,0.5,1.4,0.382,4.2,12.8,0.328,0.0,0.1,0.0,1.3,3.5,0.382
2015-16,1610612740,New Orleans Pelicans,16.4,28.3,0.578,4.3,11.5,0.378,9.2,22.3,0.412,1.0,2.9,0.338,0.9,2.8,0.323,6.7,18.0,0.371,0.0,0.2,0.083,1.8,5.6,0.33
2015-16,1610612752,New York Knicks,13.1,23.0,0.572,4.7,11.7,0.404,11.5,27.8,0.415,1.2,2.9,0.432,0.9,2.3,0.378,5.3,16.2,0.33,0.0,0.2,0.0,2.1,5.1,0.408
2015-16,1610612760,Oklahoma City Thunder,18.7,30.8,0.607,5.1,11.1,0.462,9.0,20.7,0.436,1.3,3.6,0.362,1.2,3.5,0.351,5.7,16.5,0.347,0.0,0.1,0.0,2.5,7.1,0.356
2015-16,1610612753,Orlando Magic,16.5,27.5,0.6,5.3,12.8,0.414,10.0,24.4,0.41,1.1,3.0,0.354,1.0,2.5,0.383,5.7,16.4,0.35,0.0,0.3,0.0,2.0,5.5,0.367
2015-16,1610612755,Philadelphia 76ers,17.3,29.2,0.592,4.3,12.4,0.346,5.3,14.8,0.358,1.3,3.3,0.38,1.2,3.3,0.361,6.8,20.6,0.331,0.0,0.2,0.071,2.5,6.7,0.37
2015-16,1610612756,Phoenix Suns,16.7,28.4,0.587,4.0,11.0,0.367,7.5,20.3,0.369,1.0,3.0,0.341,1.2,3.0,0.385,6.8,19.6,0.347,0.0,0.2,0.0,2.2,6.0,0.363
2015-16,1610612757,Portland Trail Blazers,15.5,26.8,0.578,4.0,10.3,0.39,8.5,20.2,0.423,1.6,3.9,0.418,1.1,3.2,0.362,7.8,21.3,0.366,0.0,0.1,0.0,2.7,7.0,0.393
2015-16,1610612758,Sacramento Kings,19.0,30.4,0.626,5.7,15.4,0.372,7.2,18.2,0.397,1.1,2.3,0.471,1.2,3.0,0.381,5.8,16.9,0.344,0.0,0.2,0.0,2.2,5.3,0.419
2015-16,1610612759,San Antonio Spurs,15.7,24.1,0.65,6.1,13.5,0.453,11.4,26.8,0.425,0.9,2.6,0.36,1.1,2.8,0.397,4.9,12.9,0.378,0.0,0.1,0.0,2.0,5.4,0.379
2015-16,1610612761,Toronto Raptors,15.6,26.2,0.595,5.5,13.3,0.41,7.0,18.4,0.377,1.6,4.1,0.391,1.3,2.9,0.433,5.8,16.1,0.358,0.0,0.1,0.111,2.9,7.0,0.408
2015-16,1610612762,Utah Jazz,15.6,25.9,0.602,5.3,13.3,0.398,6.7,17.4,0.387,1.6,3.8,0.416,1.5,4.0,0.379,5.4,15.9,0.34,0.0,0.3,0.0,3.1,7.7,0.397
2015-16,1610612764,Washington Wizards,16.6,26.8,0.622,4.5,10.9,0.417,9.6,23.9,0.403,1.0,3.1,0.332,1.4,3.2,0.431,6.2,17.7,0.353,0.0,0.2,0.071,2.4,6.3,0.382
2016-17,1610612737,Atlanta Hawks,17.8,29.8,0.599,3.5,9.5,0.37,7.8,19.0,0.412,1.0,2.9,0.347,1.4,3.3,0.414,6.5,19.6,0.331,0.0,0.2,0.0,2.4,6.2,0.383
2016-17,1610612738,Boston Celtics,16.6,27.3,0.61,4.3,10.2,0.417,5.7,14.2,0.404,1.4,3.6,0.388,1.6,3.9,0.421,8.9,25.6,0.349,0.0,0.2,0.0,3.1,7.6,0.405
2016-17,1610612751,Brooklyn Nets,17.5,29.7,0.591,5.4,12.7,0.424,4.2,11.2,0.375,1.2,3.7,0.34,1.4,3.3,0.416,8.0,24.3,0.331,0.0,0.3,0.0,2.6,7.0,0.376
2016-17,1610612766,Charlotte Hornets,15.2,25.5,0.598,4.7,11.5,0.407,7.7,19.7,0.393,0.8,2.2,0.364,0.7,1.7,0.387,8.5,24.4,0.35,0.0,0.2,0.063,1.5,4.0,0.374
2016-17,1610612741,Chicago Bulls,15.9,27.0,0.59,5.7,13.3,0.429,9.4,24.5,0.385,1.6,3.5,0.448,1.1,3.1,0.361,4.9,15.6,0.315,0.0,0.1,0.0,2.7,6.6,0.408
2016-17,1610612739,Cleveland Cavaliers,16.5,25.4,0.647,3.3,8.6,0.384,7.2,17.0,0.422,2.3,5.4,0.437,1.9,4.9,0.393,8.7,23.4,0.371,0.0,0.1,0.0,4.3,10.3,0.416
2016-17,1610612742,Dallas Mavericks,11.5,18.6,0.618,4.9,10.9,0.449,9.1,22.7,0.402,1.1,3.0,0.376,1.2,3.2,0.366,8.4,23.8,0.354,0.0,0.2,0.0,2.3,6.1,0.371
2016-17,1610612743,Denver Nuggets,19.6,32.4,0.606,5.3,11.8,0.448,5.7,14.7,0.384,1.2,3.3,0.353,1.0,2.4,0.415,8.5,22.9,0.37,0.0,0.3,0.0,2.1,5.7,0.379
2016-17,1610612765,Detroit Pistons,14.8,24.0,0.615,6.8,16.7,0.408,10.6,24.7,0.428,1.0,2.5,0.393,0.8,2.3,0.366,5.9,18.2,0.322,0.0,0.4,0.033,1.8,4.8,0.38
2016-17,1610612744,Golden State Warriors,19.0,28.4,0.67,4.3,9.8,0.437,7.8,17.6,0.442,1.4,3.1,0.43,1.4,3.5,0.394,9.2,24.2,0.381,0.0,0.4,0.032,2.7,6.7,0.411
2016-17,1610612745,Houston Rockets,20.1,31.1,0.646,3.3,8.8,0.373,2.5,7.1,0.361,1.4,3.8,0.376,1.8,4.5,0.395,11.1,31.7,0.351,0.0,0.2,0.0,3.2,8.3,0.387
2016-17,1610612754,Indiana Pacers,14.7,24.1,0.609,6.2,13.9,0.447,9.7,23.5,0.413,1.4,3.6,0.39,1.1,2.6,0.425,6.0,16.4,0.366,0.0,0.2,0.0,2.5,6.2,0.405
2016-17,1610612746,LA Clippers,16.5,25.8,0.641,3.4,8.7,0.393,9.3,21.3,0.438,1.3,3.0,0.435,1.1,2.9,0.391,7.7,20.9,0.368,0.0,0.2,0.118,2.4,5.9,0.414
2016-17,1610612747,Los Angeles Lakers,17.7,29.3,0.605,6.1,15.2,0.404,6.5,17.2,0.382,1.2,3.1,0.375,1.1,2.9,0.373,6.6,19.3,0.34,0.0,0.2,0.063,2.2,5.9,0.374
2016-17,1610612763,Memphis Grizzlies,15.1,26.7,0.564,5.2,12.9,0.401,6.8,17.5,0.388,1.1,2.7,0.422,1.0,2.6,0.388,7.2,20.8,0.347,0.0,0.4,0.0,2.1,5.3,0.405
2016-17,1610612748,Miami Heat,16.6,27.2,0.61,6.0,14.2,0.42,6.6,17.4,0.38,1.7,4.1,0.424,1.6,4.2,0.382,6.5,18.4,0.352,0.0,0.2,0.0,3.4,8.3,0.403
2016-17,1610612749,Milwaukee Bucks,19.5,31.3,0.624,4.8,12.1,0.394,5.7,14.7,0.388,1.2,3.3,0.362,1.5,3.6,0.411,6.0,16.5,0.365,0.0,0.2,0.0,2.7,6.9,0.387
2016-17,1610612750,Minnesota Timberwolves,17.5,28.0,0.625,5.3,12.1,0.437,9.3,23.2,0.4,1.3,3.3,0.385,1.0,2.4,0.392,5.1,15.1,0.337,0.0,0.1,0.0,2.2,5.7,0.388
2016-17,1610612740,New Orleans Pelicans,16.4,27.1,0.605,5.6,13.3,0.424,7.7,19.7,0.391,1.3,3.3,0.39,1.0,2.7,0.362,7.1,20.5,0.344,0.0,0.2,0.0,2.3,6.0,0.377
2016-17,1610612752,New York Knicks,15.9,27.8,0.572,4.3,10.6,0.402,10.8,25.3,0.425,1.3,3.1,0.417,1.2,2.7,0.43,6.1,18.5,0.33,0.0,0.3,0.0,2.5,5.8,0.423
2016-17,1610612760,Oklahoma City Thunder,19.8,32.9,0.601,5.2,11.9,0.432,6.1,16.7,0.365,1.1,3.1,0.364,1.2,3.6,0.332,6.1,18.9,0.322,0.0,0.2,0.105,2.3,6.7,0.347
2016-17,1610612753,Orlando Magic,15.2,25.2,0.603,5.9,14.2,0.418,8.6,21.5,0.401,0.8,2.7,0.289,0.7,2.3,0.314,7.0,20.8,0.339,0.0,0.3,0.0,1.5,5.0,0.301
2016-17,1610612755,Philadelphia 76ers,17.9,29.3,0.609,4.3,11.2,0.386,5.4,15.0,0.357,1.2,2.7,0.436,0.9,2.3,0.371,8.0,24.6,0.328,0.0,0.1,0.0,2.0,5.0,0.406
2016-17,1610612756,Phoenix Suns,18.0,29.7,0.607,5.7,13.6,0.421,8.6,22.7,0.381,1.1,3.3,0.328,1.0,3.0,0.324,5.5,16.1,0.339,0.0,0.2,0.0,2.0,6.3,0.326
2016-17,1610612757,Portland Trail Blazers,16.3,28.2,0.577,4.9,11.5,0.428,8.0,18.7,0.427,1.0,2.8,0.345,1.2,2.9,0.406,8.2,21.8,0.378,0.0,0.2,0.0,2.1,5.7,0.376
2016-17,1610612758,Sacramento Kings,15.9,25.9,0.614,5.6,13.9,0.407,7.4,18.5,0.398,1.2,3.0,0.393,1.3,2.9,0.435,6.5,17.8,0.366,0.0,0.2,0.0,2.4,5.8,0.413
2016-17,1610612759,San Antonio Spurs,14.5,23.2,0.625,5.3,12.3,0.43,10.3,24.7,0.418,1.4,3.2,0.448,1.4,3.4,0.413,6.4,16.7,0.379,0.0,0.2,0.0,2.8,6.6,0.43
2016-17,1610612761,Toronto Raptors,15.4,25.1,0.614,6.5,14.6,0.444,8.4,20.3,0.415,1.4,3.9,0.361,1.2,3.0,0.405,6.2,17.3,0.36,0.0,0.2,0.083,2.6,6.9,0.38
2016-17,1610612762,Utah Jazz,16.5,26.3,0.625,4.9,11.6,0.424,6.0,15.6,0.383,1.5,3.8,0.384,1.4,3.6,0.382,6.8,18.3,0.37,0.0,0.2,0.071,2.9,7.5,0.383
2016-17,1610612764,Washington Wizards,17.4,28.3,0.615,5.1,11.8,0.432,9.6,22.1,0.433,1.0,3.1,0.337,1.2,3.4,0.359,6.9,18.1,0.383,0.0,0.1,0.0,2.2,6.4,0.348
2017-18,1610612737,Atlanta Hawks,16.4,27.0,0.608,4.2,11.8,0.36,6.4,15.8,0.403,1.7,4.3,0.396,1.7,3.7,0.461,7.7,22.6,0.341,0.0,0.3,0.0,3.4,8.0,0.426
2017-18,1610612738,Boston Celtics,15.0,25.3,0.592,4.9,13.0,0.379,7.0,16.4,0.425,1.5,3.4,0.427,1.3,3.4,0.396,8.6,23.4,0.37,0.0,0.2,0.0,2.8,6.8,0.412
2017-18,1610612751,Brooklyn Nets,16.4,26.5,0.617,5.5,14.6,0.38,3.6,10.0,0.363,1.4,4.0,0.363,1.4,3.7,0.375,9.9,27.8,0.355,0.0,0.1,0.0,2.8,7.6,0.369
2017-18,1610612766,Charlotte Hornets,16.2,26.5,0.612,5.7,14.1,0.401,7.1,18.9,0.375,0.8,2.4,0.356,0.8,2.1,0.374,8.4,22.5,0.374,0.0,0.3,0.0,1.6,4.4,0.365
