SEASON,TEAM_ID,TEAM_NAME,Restricted Area FGM,Restricted Area FGA,Restricted Area FG_PCT,In The Paint (Non-RA) FGM,In The Paint (Non-RA) FGA,In The Paint (Non-RA) FG_PCT,Mid-Range FGM,Mid-Range FGA,Mid-Range FG_PCT,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG_PCT,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG_PCT,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG_PCT,Backcourt FGM,Backcourt FGA,Backcourt FG_PCT,Corner 3 FGM,Corner 3 FGA,Corner 3 FG_PCT
2009-10,1610612744,Golden State Warriors,17.3,27.7,0.625,3.5,9.0,0.387,12.1,29.2,0.413,1.2,2.8,0.447,1.1,2.6,0.417,5.4,14.9,0.361,0.0,0.6,0.0,2.3,5.4,0.432
2009-10,1610612745,Houston Rockets,16.9,29.9,0.567,5.1,11.8,0.43,7.9,20.4,0.386,1.2,2.7,0.431,1.1,2.9,0.372,5.6,16.6,0.338,0.0,0.5,0.0,2.2,5.6,0.401
2009-10,1610612754,Indiana Pacers,14.9,25.4,0.586,4.2,10.0,0.418,9.7,24.7,0.394,0.9,2.4,0.365,0.8,2.2,0.365,6.4,18.5,0.346,0.0,0.5,0.0,1.6,4.5,0.365
2009-10,1610612746,Los Angeles Clippers,16.9,28.1,0.599,4.1,9.2,0.447,9.8,25.4,0.384,0.8,2.2,0.353,0.8,2.1,0.368,4.4,13.4,0.328,0.0,0.7,0.0,1.5,4.2,0.361
2009-10,1610612747,Los Angeles Lakers,15.9,26.8,0.591,6.0,13.7,0.438,10.0,24.2,0.412,1.0,2.6,0.406,0.8,2.0,0.367,4.7,14.2,0.329,0.0,0.6,0.056,1.8,4.6,0.389
2009-10,1610612763,Memphis Grizzlies,19.0,31.6,0.6,6.7,15.4,0.434,9.4,24.3,0.388,0.6,1.4,0.404,0.7,1.6,0.439,3.0,9.3,0.32,0.1,0.8,0.08,1.2,2.8,0.422
2009-10,1610612748,Miami Heat,14.2,22.4,0.637,4.3,9.7,0.439,11.9,30.0,0.395,1.0,2.5,0.393,1.0,2.4,0.398,4.1,12.5,0.332,0.0,0.5,0.0,1.9,4.8,0.395
2009-10,1610612749,Milwaukee Bucks,14.1,25.2,0.558,4.4,11.2,0.394,10.8,26.8,0.404,1.5,3.4,0.457,1.0,3.1,0.336,5.2,15.4,0.339,0.0,0.4,0.111,2.6,6.5,0.399
2009-10,1610612750,Minnesota Timberwolves,16.0,26.8,0.597,5.8,13.8,0.418,11.2,29.4,0.38,0.5,1.5,0.336,0.7,1.8,0.38,3.7,10.9,0.341,0.1,0.7,0.1,1.2,3.3,0.36
2009-10,1610612751,New Jersey Nets,15.9,28.2,0.563,4.2,11.0,0.384,9.6,26.3,0.365,0.9,2.5,0.346,0.8,2.3,0.355,2.9,9.5,0.303,0.1,0.5,0.214,1.7,4.8,0.35
2009-10,1610612740,New Orleans Hornets,16.3,27.1,0.601,5.1,11.3,0.45,10.4,25.9,0.403,0.8,2.0,0.428,0.9,2.1,0.417,5.3,15.1,0.351,0.0,0.4,0.0,1.7,3.9,0.422
2009-10,1610612752,New York Knicks,17.1,28.1,0.608,3.0,7.0,0.426,9.0,22.5,0.398,1.2,3.3,0.358,0.9,2.3,0.4,7.0,20.4,0.341,0.0,0.6,0.077,2.1,5.6,0.376
2009-10,1610612760,Oklahoma City Thunder,16.7,27.6,0.607,4.8,10.9,0.436,10.7,27.3,0.393,0.6,1.8,0.317,0.7,1.8,0.361,3.9,11.4,0.344,0.0,0.3,0.0,1.2,3.6,0.339
2009-10,1610612753,Orlando Magic,15.1,24.2,0.625,4.2,9.0,0.47,7.0,17.5,0.403,1.9,4.5,0.41,1.5,3.5,0.426,6.9,19.1,0.363,0.0,0.7,0.0,3.3,8.0,0.417
2009-10,1610612755,Philadelphia 76ers,16.1,26.3,0.61,4.8,11.4,0.42,11.0,27.2,0.405,0.8,2.3,0.367,0.9,2.1,0.427,4.0,12.2,0.331,0.0,0.7,0.045,1.7,4.4,0.396
2009-10,1610612756,Phoenix Suns,16.8,26.4,0.635,5.9,12.4,0.475,9.1,22.3,0.409,0.9,2.4,0.387,1.6,3.4,0.484,6.3,15.7,0.404,0.0,0.6,0.077,2.6,5.8,0.444
2009-10,1610612757,Portland Trail Blazers,14.4,23.2,0.619,3.9,9.2,0.421,12.0,29.4,0.41,1.3,3.4,0.389,1.0,2.5,0.383,3.7,10.7,0.346,0.0,0.6,0.0,2.3,5.9,0.387
2009-10,1610612758,Sacramento Kings,17.3,28.7,0.601,5.1,12.9,0.397,10.1,25.6,0.394,0.9,2.1,0.451,1.0,2.5,0.384,4.0,12.3,0.33,0.0,0.7,0.0,1.8,4.4,0.414
2009-10,1610612759,San Antonio Spurs,17.1,27.0,0.634,4.5,10.6,0.427,10.0,24.7,0.405,1.4,3.7,0.373,1.4,3.4,0.396,4.0,11.7,0.346,0.0,0.5,0.0,2.7,7.0,0.384
2009-10,1610612761,Toronto Raptors,16.6,26.3,0.634,4.5,10.2,0.44,11.5,27.3,0.423,1.0,2.2,0.458,0.6,1.5,0.421,4.7,12.9,0.361,0.1,0.9,0.056,1.6,3.7,0.443
2009-10,1610612762,Utah Jazz,20.1,31.9,0.632,4.2,10.1,0.411,9.7,23.5,0.414,0.9,1.9,0.484,0.5,1.3,0.398,4.0,11.5,0.344,0.0,0.4,0.0,1.4,3.1,0.449
2009-10,1610612764,Washington Wizards,14.7,24.7,0.593,4.2,11.3,0.373,12.5,30.7,0.407,0.7,2.1,0.355,0.7,1.7,0.415,3.9,11.2,0.349,0.0,0.7,0.0,1.4,3.6,0.382
2010-11,1610612737,Atlanta Hawks,12.8,20.5,0.624,5.6,12.8,0.442,11.6,27.7,0.421,1.4,3.6,0.385,1.0,2.7,0.374,3.7,11.0,0.34,0.0,0.2,0.077,2.4,6.2,0.38
2010-11,1610612738,Boston Celtics,16.8,26.1,0.643,4.0,9.8,0.406,11.2,26.4,0.423,1.0,2.0,0.478,0.8,1.7,0.449,3.3,9.9,0.331,0.0,0.1,0.0,1.7,3.6,0.465
2010-11,1610612766,Charlotte Bobcats,16.7,28.6,0.585,3.8,10.0,0.382,9.7,24.4,0.398,0.4,1.4,0.304,0.6,1.4,0.45,3.8,11.7,0.322,0.0,0.3,0.0,1.0,2.8,0.376
2010-11,1610612741,Chicago Bulls,17.2,28.2,0.61,3.7,9.7,0.386,9.9,25.2,0.395,1.0,2.6,0.375,0.9,2.3,0.372,4.4,12.2,0.362,0.0,0.2,0.0,1.8,4.8,0.374
2010-11,1610612739,Cleveland Cavaliers,15.4,26.1,0.589,4.8,13.2,0.363,8.8,23.6,0.373,0.8,2.2,0.388,0.8,2.3,0.366,4.6,13.7,0.334,0.0,0.1,0.0,1.7,4.4,0.376
2010-11,1610612742,Dallas Mavericks,13.9,21.1,0.658,4.7,11.8,0.401,11.0,24.4,0.45,1.4,3.8,0.367,1.2,2.8,0.429,5.3,14.8,0.357,0.0,0.3,0.056,2.6,6.5,0.394
2010-11,1610612743,Denver Nuggets,19.1,31.6,0.604,3.1,7.9,0.39,8.1,20.3,0.399,1.4,3.7,0.37,1.1,2.4,0.455,5.6,14.4,0.387,0.0,0.2,0.059,2.5,6.1,0.403
2010-11,1610612765,Detroit Pistons,16.5,26.7,0.616,3.8,10.6,0.361,11.2,28.4,0.394,1.3,3.3,0.4,1.0,2.4,0.405,3.4,9.4,0.366,0.0,0.3,0.056,2.3,5.7,0.402
2010-11,1610612744,Golden State Warriors,16.9,27.0,0.627,4.4,12.5,0.349,10.0,25.1,0.398,1.7,3.8,0.436,1.1,2.8,0.412,5.6,14.6,0.382,0.0,0.3,0.053,2.8,6.5,0.426
2010-11,1610612745,Houston Rockets,15.8,25.8,0.612,5.7,14.8,0.383,8.9,22.0,0.406,1.1,2.8,0.404,1.1,2.6,0.404,6.1,16.9,0.36,0.0,0.2,0.0,2.2,5.4,0.404
2010-11,1610612754,Indiana Pacers,14.6,24.4,0.6,4.6,12.3,0.374,10.3,25.9,0.396,1.0,2.3,0.41,0.7,2.0,0.37,5.5,15.7,0.347,0.0,0.2,0.0,1.7,4.3,0.391
2010-11,1610612746,Los Angeles Clippers,18.8,29.9,0.629,3.9,11.0,0.357,7.7,20.9,0.37,0.8,2.3,0.356,0.8,2.8,0.296,4.6,13.3,0.347,0.0,0.2,0.0,1.6,5.0,0.322
2010-11,1610612747,Los Angeles Lakers,16.2,25.4,0.637,6.1,14.7,0.416,9.5,24.2,0.392,1.0,2.8,0.344,1.3,2.6,0.484,4.1,12.5,0.332,0.0,0.3,0.045,2.2,5.4,0.411
2010-11,1610612763,Memphis Grizzlies,18.5,29.4,0.628,7.2,17.6,0.408,9.6,24.6,0.389,0.6,1.5,0.398,0.6,1.6,0.364,2.6,7.9,0.328,0.0,0.3,0.0,1.2,3.1,0.38
2010-11,1610612748,Miami Heat,14.7,21.9,0.674,4.3,10.2,0.418,11.3,26.8,0.423,1.4,3.1,0.459,1.2,3.0,0.405,4.0,11.8,0.34,0.0,0.2,0.091,2.6,6.1,0.433
2010-11,1610612749,Milwaukee Bucks,13.3,23.6,0.564,4.5,11.9,0.378,10.6,27.0,0.391,1.0,2.5,0.397,1.1,2.8,0.389,3.8,11.8,0.323,0.0,0.2,0.0,2.1,5.3,0.393
2010-11,1610612750,Minnesota Timberwolves,14.2,24.1,0.587,6.1,16.3,0.376,10.2,26.0,0.393,1.0,2.2,0.46,0.9,1.9,0.457,5.3,14.8,0.361,0.0,0.4,0.037,1.8,4.0,0.459
2010-11,1610612751,New Jersey Nets,13.3,22.8,0.583,6.2,14.9,0.416,10.5,27.0,0.389,0.9,2.6,0.344,0.7,2.0,0.363,4.0,11.6,0.345,0.0,0.2,0.056,1.6,4.5,0.352
2010-11,1610612740,New Orleans Hornets,13.0,21.3,0.613,5.8,14.4,0.4,11.7,27.5,0.425,0.9,2.4,0.348,1.0,2.5,0.388,3.6,9.9,0.36,0.0,0.2,0.154,1.8,4.9,0.369
2010-11,1610612752,New York Knicks,16.1,25.8,0.625,4.3,11.3,0.382,8.5,21.3,0.402,1.7,4.0,0.441,1.2,3.1,0.398,6.4,18.2,0.35,0.0,0.2,0.0,3.0,7.0,0.422
2010-11,1610612760,Oklahoma City Thunder,17.0,26.1,0.652,4.3,11.7,0.37,10.1,25.6,0.394,0.7,1.8,0.38,0.6,1.7,0.346,4.7,13.6,0.346,0.0,0.1,0.0,1.2,3.4,0.364
2010-11,1610612753,Orlando Magic,14.5,22.6,0.643,4.1,10.3,0.396,8.0,19.6,0.41,1.3,3.5,0.382,1.1,3.0,0.359,7.0,18.9,0.368,0.0,0.3,0.056,2.4,6.5,0.372
2010-11,1610612755,Philadelphia 76ers,15.3,24.1,0.636,5.4,14.1,0.38,12.0,29.2,0.412,0.9,2.0,0.44,0.7,1.9,0.364,3.8,11.2,0.344,0.0,0.2,0.0,1.6,3.9,0.404
2010-11,1610612756,Phoenix Suns,15.7,23.6,0.665,5.2,12.8,0.406,9.8,24.4,0.402,1.0,2.6,0.382,1.5,3.5,0.42,6.1,16.4,0.372,0.0,0.2,0.0,2.5,6.1,0.404
2010-11,1610612757,Portland Trail Blazers,15.9,25.7,0.619,4.4,11.5,0.382,9.4,25.0,0.375,1.2,2.9,0.416,1.1,3.1,0.366,4.0,12.0,0.329,0.0,0.3,0.0,2.3,6.0,0.39
2010-11,1610612758,Sacramento Kings,17.4,27.7,0.625,5.2,14.5,0.357,10.5,27.3,0.383,0.9,2.1,0.417,1.0,2.6,0.403,3.3,10.7,0.311,0.0,0.3,0.042,1.9,4.6,0.409
2010-11,1610612759,San Antonio Spurs,15.3,24.3,0.632,5.8,13.8,0.422,8.9,21.7,0.409,1.5,4.0,0.382,1.8,4.0,0.455,5.0,12.9,0.386,0.0,0.1,0.0,3.4,8.0,0.419
2010-11,1610612761,Toronto Raptors,17.8,29.5,0.604,4.8,11.3,0.421,11.6,28.3,0.409,0.5,1.7,0.296,0.5,1.4,0.388,3.1,10.0,0.314,0.0,0.2,0.0,1.1,3.1,0.337
2010-11,1610612762,Utah Jazz,16.8,26.9,0.624,4.9,12.6,0.388,10.4,25.5,0.406,0.6,1.5,0.379,0.6,1.6,0.359,4.2,12.2,0.346,0.0,0.2,0.063,1.1,3.0,0.369
2010-11,1610612764,Washington Wizards,16.0,26.5,0.605,4.7,12.6,0.375,11.6,30.4,0.381,0.9,2.7,0.339,0.7,1.8,0.382,3.2,9.9,0.326,0.0,0.3,0.0,1.6,4.5,0.356
2011-12,1610612737,Atlanta Hawks,15.4,24.9,0.617,4.5,10.9,0.415,9.4,25.0,0.377,1.5,3.7,0.407,1.3,3.3,0.385,4.7,13.0,0.358,0.0,0.1,0.125,2.8,7.0,0.397
2011-12,1610612738,Boston Celtics,14.2,23.5,0.602,3.3,9.0,0.369,12.5,29.6,0.422,1.2,2.9,0.424,0.9,2.1,0.449,3.4,10.0,0.337,0.0,0.1,0.0,2.1,4.9,0.435
2011-12,1610612766,Charlotte Bobcats,14.4,25.3,0.568,3.2,9.6,0.338,11.6,31.8,0.366,0.4,1.2,0.365,0.3,1.1,0.31,3.2,11.1,0.291,0.0,0.2,0.0,0.7,2.2,0.338
2011-12,1610612741,Chicago Bulls,16.0,27.4,0.585,4.0,10.0,0.397,11.0,28.4,0.388,0.9,2.1,0.416,0.9,2.6,0.335,4.7,12.2,0.383,0.0,0.2,0.0,1.7,4.5,0.372
2011-12,1610612739,Cleveland Cavaliers,16.6,29.2,0.567,4.4,13.2,0.333,6.6,19.5,0.34,0.8,2.2,0.358,1.0,2.5,0.376,4.9,14.5,0.341,0.0,0.1,0.0,1.7,4.7,0.367
2011-12,1610612742,Dallas Mavericks,13.8,22.0,0.629,4.8,13.1,0.368,10.1,24.7,0.41,0.9,2.5,0.35,1.0,2.7,0.356,5.7,16.9,0.338,0.0,0.2,0.0,1.8,5.1,0.353
2011-12,1610612743,Denver Nuggets,22.3,36.1,0.619,4.3,10.9,0.399,5.7,15.1,0.378,1.2,3.6,0.338,1.1,2.7,0.39,4.3,13.2,0.326,0.0,0.3,0.045,2.3,6.3,0.36
2011-12,1610612765,Detroit Pistons,16.0,28.2,0.569,4.7,12.3,0.383,9.2,25.0,0.369,0.9,2.1,0.414,0.5,1.5,0.31,3.5,10.1,0.345,0.0,0.3,0.0,1.3,3.5,0.369
2011-12,1610612744,Golden State Warriors,14.7,24.4,0.601,4.3,11.7,0.37,10.7,25.8,0.416,1.2,2.8,0.443,1.4,3.0,0.472,5.3,14.6,0.365,0.0,0.2,0.077,2.6,5.7,0.458
2011-12,1610612745,Houston Rockets,15.2,24.5,0.619,5.3,14.7,0.361,10.0,24.7,0.406,1.4,3.2,0.444,1.2,2.7,0.431,4.7,14.1,0.33,0.0,0.2,0.0,2.6,5.9,0.438
2011-12,1610612754,Indiana Pacers,14.7,26.1,0.564,5.9,14.9,0.395,9.1,24.3,0.375,0.8,2.2,0.362,0.9,2.5,0.349,4.3,11.3,0.379,0.0,0.2,0.083,1.7,4.7,0.355
2011-12,1610612746,Los Angeles Clippers,15.8,24.7,0.639,3.8,10.2,0.371,9.6,24.6,0.39,1.3,3.3,0.396,1.0,3.3,0.319,5.4,15.2,0.359,0.0,0.2,0.0,2.3,6.5,0.358
2011-12,1610612747,Los Angeles Lakers,15.5,24.4,0.635,5.8,14.7,0.394,10.0,24.7,0.407,0.8,2.3,0.353,0.9,2.6,0.337,3.8,11.8,0.319,0.0,0.1,0.111,1.7,4.9,0.345
2011-12,1610612763,Memphis Grizzlies,16.3,27.2,0.6,6.2,15.9,0.391,10.0,26.1,0.382,0.5,1.4,0.356,0.6,1.7,0.373,3.1,9.5,0.323,0.0,0.3,0.05,1.1,3.0,0.365
2011-12,1610612748,Miami Heat,16.7,26.5,0.63,4.6,11.7,0.392,10.2,25.2,0.405,1.0,2.6,0.374,1.0,2.8,0.35,3.7,10.2,0.359,0.0,0.1,0.2,1.9,5.3,0.362
2011-12,1610612749,Milwaukee Bucks,16.9,28.9,0.584,3.9,10.9,0.359,10.5,26.7,0.394,0.7,2.1,0.312,1.1,2.9,0.387,4.8,14.0,0.34,0.0,0.3,0.0,1.7,4.9,0.355
2011-12,1610612750,Minnesota Timberwolves,16.6,27.7,0.599,3.8,11.4,0.338,8.1,21.7,0.373,1.2,3.3,0.352,0.9,2.3,0.377,5.1,15.8,0.325,0.0,0.2,0.0,2.0,5.6,0.362
2011-12,1610612751,New Jersey Nets,12.8,23.3,0.551,3.9,9.6,0.406,9.8,25.2,0.39,1.2,3.5,0.326,1.0,2.8,0.349,5.5,16.0,0.346,0.0,0.1,0.125,2.1,6.3,0.337
2011-12,1610612740,New Orleans Hornets,14.3,24.4,0.585,5.8,14.0,0.416,10.8,27.1,0.399,0.6,1.6,0.359,0.6,1.7,0.378,2.7,8.5,0.322,0.0,0.1,0.0,1.2,3.2,0.369
2011-12,1610612752,New York Knicks,17.4,28.2,0.618,2.8,8.9,0.319,7.8,20.5,0.379,1.0,3.1,0.332,1.0,2.8,0.366,5.8,17.3,0.336,0.0,0.2,0.0,2.0,5.8,0.348
2011-12,1610612760,Oklahoma City Thunder,16.7,26.0,0.641,4.3,11.2,0.382,9.2,22.0,0.418,0.7,1.8,0.388,0.9,2.0,0.425,5.6,16.0,0.349,0.0,0.2,0.0,1.6,3.9,0.408
2011-12,1610612753,Orlando Magic,15.2,25.2,0.601,3.5,9.3,0.377,5.6,16.6,0.339,1.3,3.4,0.388,1.2,2.8,0.442,7.7,20.9,0.367,0.0,0.2,0.0,2.5,6.1,0.413
2011-12,1610612755,Philadelphia 76ers,13.6,22.5,0.602,5.9,14.7,0.399,12.7,31.7,0.4,0.5,1.6,0.308,0.5,1.5,0.351,4.3,11.4,0.374,0.0,0.1,0.0,1.0,3.1,0.328
2011-12,1610612756,Phoenix Suns,15.0,23.5,0.64,5.2,12.6,0.414,10.9,26.8,0.405,0.8,2.4,0.344,0.9,2.5,0.36,5.0,14.6,0.344,0.0,0.2,0.0,1.7,4.8,0.352
2011-12,1610612757,Portland Trail Blazers,15.6,26.7,0.583,3.9,9.9,0.393,9.7,24.5,0.395,1.4,3.6,0.393,1.2,3.0,0.396,4.7,14.2,0.329,0.0,0.3,0.0,2.6,6.5,0.394
2011-12,1610612758,Sacramento Kings,19.1,31.9,0.598,5.2,14.6,0.354,7.3,20.3,0.357,0.9,2.6,0.337,1.0,3.0,0.349,4.3,14.1,0.308,0.0,0.2,0.083,1.9,5.5,0.343
2011-12,1610612759,San Antonio Spurs,16.8,26.2,0.64,5.8,14.2,0.412,8.6,21.1,0.407,1.5,3.5,0.41,1.4,3.4,0.429,5.5,14.3,0.383,0.0,0.1,0.0,2.9,6.9,0.419
2011-12,1610612761,Toronto Raptors,14.5,23.8,0.609,4.0,10.0,0.403,10.3,28.0,0.368,0.7,1.9,0.384,0.7,2.2,0.307,4.2,12.1,0.343,0.0,0.2,0.0,1.4,4.0,0.343
2011-12,1610612762,Utah Jazz,18.5,29.2,0.634,6.4,16.0,0.403,9.2,25.9,0.355,0.5,1.3,0.348,0.4,1.3,0.304,3.3,10.1,0.328,0.0,0.2,0.0,0.8,2.5,0.327
2011-12,1610612764,Washington Wizards,17.1,27.4,0.624,4.4,12.8,0.344,9.8,26.4,0.372,1.1,2.5,0.422,0.9,2.5,0.376,3.2,11.2,0.285,0.0,0.2,0.167,2.0,4.9,0.399
2012-13,1610612737,Atlanta Hawks,16.4,25.1,0.654,4.2,11.2,0.372,8.4,21.5,0.39,1.4,3.3,0.426,1.3,3.1,0.414,5.9,16.7,0.356,0.0,0.2,0.0,2.7,6.4,0.42
2012-13,1610612738,Boston Celtics,15.0,25.1,0.597,4.0,10.4,0.389,11.9,27.1,0.438,1.1,3.0,0.37,1.3,3.0,0.439,3.8,10.9,0.343,0.0,0.3,0.0,2.4,6.0,0.405
2012-13,1610612751,Brooklyn Nets,14.7,25.0,0.588,6.0,14.4,0.416,7.5,19.0,0.396,1.7,4.3,0.401,1.3,3.4,0.393,4.6,13.6,0.339,0.0,0.2,0.0,3.0,7.7,0.397
2012-13,1610612766,Charlotte Bobcats,15.6,28.2,0.553,3.7,11.1,0.335,9.4,24.7,0.38,0.7,1.7,0.399,0.7,1.8,0.397,4.3,13.3,0.323,0.0,0.2,0.0,1.4,3.6,0.398
2012-13,1610612741,Chicago Bulls,16.3,27.5,0.593,3.6,10.6,0.339,10.3,28.1,0.367,0.8,2.0,0.38,0.5,1.6,0.331,4.2,11.7,0.355,0.0,0.1,0.0,1.3,3.6,0.358
2012-13,1610612739,Cleveland Cavaliers,15.1,27.0,0.56,4.8,13.2,0.363,9.9,24.7,0.402,0.8,2.3,0.337,0.7,2.0,0.35,5.2,14.9,0.349,0.0,0.2,0.083,1.5,4.2,0.343
2012-13,1610612742,Dallas Mavericks,13.9,22.8,0.609,6.4,15.0,0.427,11.1,26.4,0.422,0.9,2.7,0.326,0.8,2.0,0.42,5.7,14.9,0.38,0.0,0.2,0.0,1.7,4.7,0.365
2012-13,1610612743,Denver Nuggets,24.6,39.0,0.631,4.4,12.5,0.356,5.3,15.2,0.351,1.3,3.5,0.385,1.0,3.1,0.312,4.1,11.7,0.347,0.0,0.3,0.0,2.3,6.5,0.351
2012-13,1610612765,Detroit Pistons,19.1,32.6,0.586,4.2,11.7,0.357,6.8,19.1,0.356,1.0,2.7,0.38,0.8,2.3,0.342,4.5,12.5,0.36,0.0,0.2,0.0,1.8,4.9,0.362
2012-13,1610612744,Golden State Warriors,13.9,22.9,0.606,5.3,13.9,0.38,11.0,26.7,0.411,1.0,2.4,0.43,1.2,2.4,0.487,5.9,15.0,0.392,0.0,0.4,0.048,2.1,4.6,0.458
2012-13,1610612745,Houston Rockets,19.7,32.0,0.615,3.4,9.7,0.35,4.4,12.1,0.366,1.7,4.2,0.398,1.7,4.3,0.39,7.2,20.3,0.356,0.0,0.1,0.182,3.3,8.5,0.394
2012-13,1610612754,Indiana Pacers,14.7,24.9,0.59,5.3,13.7,0.385,8.3,22.3,0.374,0.8,2.5,0.34,1.0,2.7,0.389,5.0,14.3,0.348,0.0,0.3,0.0,1.9,5.1,0.366
2012-13,1610612746,Los Angeles Clippers,17.6,26.8,0.658,4.9,11.3,0.429,8.4,21.1,0.399,1.4,3.7,0.363,1.5,3.6,0.407,4.8,13.9,0.347,0.0,0.1,0.0,2.8,7.3,0.384
2012-13,1610612747,Los Angeles Lakers,16.5,26.3,0.625,4.5,11.9,0.383,7.4,18.2,0.404,1.3,3.5,0.36,1.2,3.1,0.372,6.2,17.6,0.354,0.0,0.2,0.0,2.4,6.7,0.366
2012-13,1610612763,Memphis Grizzlies,15.6,27.8,0.561,6.0,15.1,0.393,10.0,25.0,0.398,0.7,2.0,0.374,0.9,2.1,0.418,3.1,9.4,0.329,0.0,0.2,0.0,1.6,4.0,0.396
2012-13,1610612748,Miami Heat,17.0,24.9,0.682,3.8,9.3,0.407,8.9,21.2,0.42,1.8,4.2,0.431,2.0,4.6,0.431,5.0,13.2,0.376,0.0,0.1,0.0,3.8,8.7,0.431
2012-13,1610612749,Milwaukee Bucks,17.5,30.9,0.566,3.9,11.5,0.341,9.4,25.0,0.377,0.8,2.5,0.338,1.1,2.6,0.415,5.4,15.2,0.357,0.0,0.2,0.0,1.9,5.0,0.377
2012-13,1610612750,Minnesota Timberwolves,17.3,29.3,0.591,3.2,9.5,0.333,9.9,24.9,0.398,0.9,2.5,0.366,0.6,1.8,0.34,4.0,13.7,0.292,0.0,0.1,0.0,1.5,4.2,0.355
2012-13,1610612740,New Orleans Hornets,16.0,27.7,0.577,5.2,13.6,0.383,8.3,21.0,0.394,0.6,1.5,0.365,0.7,1.7,0.4,5.3,14.5,0.363,0.0,0.2,0.0,1.2,3.2,0.383
2012-13,1610612752,New York Knicks,14.8,25.1,0.589,2.1,6.0,0.348,8.8,21.6,0.408,1.5,4.0,0.372,1.2,3.0,0.387,8.2,21.5,0.38,0.0,0.4,0.067,2.7,7.0,0.378
2012-13,1610612760,Oklahoma City Thunder,16.6,25.5,0.65,4.7,11.6,0.408,9.5,22.9,0.417,1.3,3.2,0.398,0.9,1.9,0.497,5.1,14.2,0.359,0.0,0.2,0.077,2.2,5.0,0.435
2012-13,1610612753,Orlando Magic,16.1,26.7,0.604,5.7,13.2,0.43,9.7,25.5,0.381,1.0,2.5,0.388,0.6,1.9,0.333,4.6,14.3,0.32,0.0,0.1,0.0,1.6,4.4,0.365
2012-13,1610612755,Philadelphia 76ers,14.8,25.2,0.586,4.7,12.1,0.388,11.5,29.3,0.394,1.1,3.1,0.354,1.0,2.4,0.414,4.2,11.9,0.356,0.0,0.2,0.0,2.1,5.5,0.379
2012-13,1610612756,Phoenix Suns,16.2,26.3,0.617,4.0,11.8,0.341,11.3,28.5,0.394,0.8,2.2,0.37,1.0,2.8,0.366,4.0,12.6,0.319,0.0,0.2,0.0,1.8,5.0,0.368
2012-13,1610612757,Portland Trail Blazers,15.3,25.5,0.598,3.4,8.9,0.386,9.8,24.3,0.404,1.4,3.1,0.43,0.9,2.6,0.35,6.0,17.4,0.343,0.0,0.2,0.0,2.2,5.7,0.394
2012-13,1610612758,Sacramento Kings,17.3,29.1,0.595,5.6,14.0,0.397,7.3,20.6,0.356,1.0,2.6,0.379,1.2,3.0,0.391,5.3,14.7,0.358,0.0,0.2,0.067,2.2,5.6,0.385
2012-13,1610612759,San Antonio Spurs,17.3,27.3,0.634,5.0,11.9,0.419,8.8,20.7,0.423,1.6,3.8,0.42,1.6,3.9,0.404,4.9,13.6,0.36,0.0,0.2,0.0,3.2,7.7,0.412
2012-13,1610612761,Toronto Raptors,14.3,22.9,0.623,5.0,11.8,0.421,10.1,26.5,0.382,0.8,2.1,0.402,0.7,2.3,0.31,5.4,15.8,0.342,0.0,0.1,0.0,1.5,4.3,0.354
2012-13,1610612762,Utah Jazz,16.1,25.9,0.623,5.3,13.5,0.396,9.5,25.6,0.372,0.8,2.0,0.399,0.7,1.9,0.355,4.7,12.9,0.368,0.0,0.2,0.0,1.5,3.8,0.378
2012-13,1610612764,Washington Wizards,13.0,22.0,0.589,5.3,13.3,0.4,10.5,28.0,0.376,1.4,3.2,0.444,1.5,3.1,0.47,3.8,11.9,0.32,0.0,0.2,0.0,2.8,6.2,0.457
2013-14,1610612737,Atlanta Hawks,15.1,24.4,0.617,5.5,13.2,0.413,7.4,18.1,0.41,1.4,3.6,0.379,1.4,3.5,0.408,6.6,18.5,0.354,0.0,0.2,0.077,2.8,7.1,0.393
2013-14,1610612738,Boston Celtics,14.9,25.6,0.583,4.0,11.1,0.357,10.6,26.1,0.407,1.0,2.7,0.364,1.1,2.6,0.412,5.0,15.6,0.318,0.0,0.2,0.0,2.0,5.3,0.387
2013-14,1610612751,Brooklyn Nets,13.9,22.7,0.611,5.4,12.4,0.432,7.9,19.4,0.406,1.2,2.9,0.424,1.1,3.0,0.369,6.3,17.3,0.365,0.0,0.3,0.0,2.3,5.9,0.396
2013-14,1610612766,Charlotte Bobcats,15.3,26.1,0.585,4.9,11.4,0.433,9.8,26.7,0.368,0.7,1.9,0.348,0.8,2.0,0.403,4.9,13.9,0.35,0.0,0.2,0.0,1.4,3.8,0.376
2013-14,1610612741,Chicago Bulls,15.2,26.9,0.564,3.4,9.9,0.348,9.9,25.6,0.385,0.9,2.1,0.434,0.7,2.0,0.323,4.6,13.5,0.342,0.0,0.3,0.15,1.5,4.1,0.38
2013-14,1610612739,Cleveland Cavaliers,14.1,25.2,0.561,5.5,13.6,0.406,10.3,26.1,0.394,1.1,2.8,0.407,0.8,2.5,0.335,5.2,14.5,0.356,0.0,0.3,0.0,2.0,5.2,0.373
